ID,designation_header,strain_number_header,is_type_strain_header,species,Cell length (µm),Cell Width (µm),Cell Shape,Reference,NCBI ID
134052.0,14A-2-7,"LMG 26421, NBRC 108219",1.0,Algimonas ampicilliniresistens,2.13,0.38,rod-shaped,31144.0,1298735
133831.0,0C-2-2,"LMG 26424, NBRC 108216",1.0,Algimonas porphyrae,2.13,0.37,rod-shaped,30623.0,1128113
18152.0,DG1253,"DSM 24793, ATCC BAA 2243",1.0,Algiphilus aromaticivorans,1.05,0.6,rod-shaped,30317.0,1415780
133393.0,S2-A1,"KACC 18987, JCM 31546",1.0,Algoriphagus aestuariicola,1.4-2.0,0.4-0.7,rod-shaped,25268.0,1852016
17695.0,R-10710,"DSM 15986, LMG 21980",1.0,Algoriphagus antarcticus,2.5,0.5,rod-shaped,30127.0,238540
17711.0,T4,"DSM 19759, LMG 24398, NCIMB 14399",1.0,Algoriphagus aquaeductus,1.5-15,0.5-2.5,rod-shaped,30209.0,475299
140706.0,KEM-10,"KCTC 52839, NBRC 112780",1.0,Algoriphagus aquaemixtae,0.6-10,0.2-0.6,rod-shaped,43478.0,
133458.0,A8-7,"CGMCC 1.7030, NBRC 104237",1.0,Algoriphagus aquatilis,2.8,0.3,rod-shaped,29061.0,490186
17704.0,,"DSM 23399, CCUG 47101, KMM 3958, LMG 21971, CIP 108555",1.0,Algoriphagus aquimarinus,6,0.6,rod-shaped,30078.0,237018
17702.0,T22,"DSM 17298, ATCC BAA 1189, NBRC 101277",1.0,Algoriphagus boritolerans,2.3,0.35,rod-shaped,31966.0,308111
17705.0,,"CIP 108556, DSM 19830, CCUG 47095, KMM 3957, LMG 21970",1.0,Algoriphagus chordae,6,0.6,rod-shaped,30078.0,237019
133817.0,,"KCTC 23759, CCUG 61890, CAU 1002",1.0,Algoriphagus chungangensis,1.6,0.5,rod-shaped,30582.0,1134595
140941.0,HJM-2,"KCTC 42704, NBRC 111222",1.0,Algoriphagus confluentis,0.5-10,0.2-0.5,rod-shaped,43832.0,
17698.0,JC2051,"DSM 15292, IMSNU 14013, KCTC 12051",1.0,Algoriphagus halophilus,1-1.8,0.3-0.5,rod-shaped,30033.0,226505
17712.0,7-UAH,"DSM 19315, CCM 7449, CECT 7267",1.0,Algoriphagus hitonicola,1,0.3,rod-shaped,32397.0,435880
133329.0,S61,"DSM 102044, CCTCC AB 2015446",1.0,Algoriphagus iocasae,0.8-1.0,0.4-0.6,rod-shaped,25178.0,1836499
133687.0,,"KCTC 22647, JCM 16112, CNU 040",1.0,Algoriphagus jejuensis,0.5-3.0,0.3-0.5,rod-shaped,30159.0,419934
133258.0,,"OITF-19, KCTC 52456, NBRC 112418",1.0,Algoriphagus litorisediminis,0.4-10.0,0.2-0.4,rod-shaped,25064.0,1888911
17707.0,,"DSM 23445, KCTC 12310",1.0,Algoriphagus locisalis,2.25,0.55,rod-shaped,31457.0,305507
133541.0,S1-3,"KCTC 22630, CCUG 57608",1.0,Algoriphagus lutimaris,2.7,0.55,rod-shaped,29415.0,613197
23439.0,PR1,"DSM 24695, ATCC BAA 2233",1.0,Algoriphagus machipongonensis,2.5,0.5,rod-shaped,30556.0,
17700.0,JC2050,"DSM 15301, IMSNU 14012, KCTC 12050",1.0,Algoriphagus mannitolivorans,1.1-1.7,0.4-0.5,rod-shaped,30033.0,226504
140525.0,am2,"KCTC 52549, MCCC 1H00178",1.0,Algoriphagus marinus,0.5-1.1,0.4-0.5,coccus-shaped,43299.0,
141011.0,KEM-106,"KCTC 52979, NBRC 112904",1.0,Algoriphagus marisflavi,0.6-5.0,0.3-0.6,rod-shaped,43907.0,
133701.0,DPG-3,"KCTC 23419, CCUG 60523",1.0,Algoriphagus namhaensis,01-05,0.2-0.4,rod-shaped,30208.0,915353
133513.0,CC-Hsuan-617,"BCRC 17886, CCUG 57471, DSM 22140",1.0,Algoriphagus olei,1.65,0.5,rod-shaped,29247.0,568072
17699.0,JC2052,"DSM 15282, IMSNU 14014, KCTC 12052",1.0,Algoriphagus ornithinivorans,0.8-2.6,0.3-0.4,rod-shaped,30033.0,254320
133121.0,NH1,"MCCC 1H00140, KCTC 52228",1.0,Algoriphagus resistens,0.8-2.0,0.8-2.0,,,1750590
140228.0,W29,"DSM 100160, KCTC 42940, MCC 2876",1.0,Algoriphagus roseus,0.8-1.5,0.3-0.5,rod-shaped,43131.0,1649265
17708.0,DS-44,"DSM 22685, CIP 108837, KCTC 12545",1.0,Algoriphagus terrigena,0.8-2.5,0.4-0.6,rod-shaped,31708.0,344884
17710.0,,"DSM 17529, KCTC 12716, KMM 6241",1.0,Algoriphagus vanfongensis,1.75,0.45,rod-shaped,32173.0,426371
17701.0,M-2Alg 14,"DSM 15360, CCUG 47094, KMM 3956, LMG 21969, CIP 108557",1.0,Algoriphagus winogradskyi,6,0.6,rod-shaped,30078.0,237017
17706.0,MSS-160,"DSM 23446, CIP 108748, JCM 12598, KCTC 12309, MSS-160",1.0,Algoriphagus yeomjeoni,2,0.55,rod-shaped,31404.0,291403
24720.0,12C11,"DSM 25035, CGMCC 1.11027, MCCC 1F01099",1.0,Algoriphagus zhangzhouensis,1.7,0.65,rod-shaped,30782.0,1073327
498.0,AAM1,"DSM 23064, BCRC 17888, JCM 15522, JCM 31907",1.0,Aliagarivorans marinus,1.7,1.1,rod-shaped,29188.0,561965
499.0,AAT1,"DSM 22990, BCRC 17889, JCM 15537",1.0,Aliagarivorans taiwanensis,1.95,0.85,rod-shaped,29188.0,561966
414.0,TA-67,"DSM 14558, IAM 14935, NRIC 0496",1.0,Alicyclobacillus acidiphilus,4.8-6.3,0.9-1.1,rod-shaped,23285.0,182455
133505.0,ZJ-6,"CGMCC 1.7072, NBRC 104953",1.0,Alicyclobacillus aeris,2,0.5,rod-shaped,29222.0,545890
429.0,3-A191,"DSM 17975, IAM 15224",1.0,Alicyclobacillus contaminans,04-05,0.8-0.9,rod-shaped,31943.0,392016
430.0,S-TAB,"DSM 17978, IAM 15229",1.0,Alicyclobacillus fastidiosus,04-05,0.9-1,rod-shaped,31943.0,392011
435.0,TC-34,"DSM 22381, CGMCC 1.6357, JCM 15090",1.0,Alicyclobacillus ferrooxydans,1-1.5,0.4-0.6,ovoid-shaped,31191.0,471514
431.0,5-A83J,"DSM 17979, IAM 15227",1.0,Alicyclobacillus kakegawensis,04-05,0.6-0.7,rod-shaped,31943.0,392012
432.0,5A-239-2O-A,"DSM 17980, IAM 15370",1.0,Alicyclobacillus macrosporangiidus,05-06,0.7-0.8,rod-shaped,31943.0,392015
158721.0,USBA-GBX-503,"CMPUJ UGB U503, CBMAI 1927",1.0,Alicyclobacillus montanus,3-5,0.5-1.0,,65468.0,
428.0,RB-718,"DSM 17974, IAM 15230",1.0,Alicyclobacillus sacchari,04-05,0.6-0.7,rod-shaped,31943.0,392010
433.0,4A-336,"DSM 17981, IAM 15226",1.0,Alicyclobacillus shizuokensis,04-05,0.7-0.8,rod-shaped,31943.0,392014
425.0,CsHg2,DSM 16176,1.0,Alicyclobacillus vulcanalis,2,0.55,rod-shaped,30160.0,252246
140844.0,GBPy7,"IBRC-M 10763, CECT 8339",1.0,Aliidiomarina iranensis,1.8-2.2,0.6-0.9,rod-shaped,43647.0,
6238.0,CF12-14,"DSM 22154, CCTCC AB 208166, KACC 13974",1.0,Aliidiomarina maris,0.8-2.4,0.3-0.6,rod-shaped,29985.0,531312
140532.0,GBSy1,"CECT 8340, IBRC-M 10764",1.0,Aliidiomarina sedimenti,1.2-2.7,1.2-2.7,,,
133375.0,Y4G10-17,"CGMCC 1.15759, KCTC 52381",1.0,Aliidiomarina soli,1.2-2.4,0.1-0.3,rod-shaped,25216.0,1928574
133686.0,AIT1,"JCM 16052, BCRC 80035, NCCB 100321",1.0,Aliidiomarina taiwanensis,1.5-2.8,0.5-0.8,rod-shaped,30156.0,946228
133344.0,7M-Z19,"7M-Z19, NBRC 112240, KCTC 52134, CGMCC 1.15725, DSM 107831",1.0,Aliidongia dinghuensis,1.0-2.5,0.3-0.7,rod-shaped,25168.0,1867774
140832.0,2W32,"KCTC 42497, CICC 23869",1.0,Aliifodinibius halophilus,4-5.5,0.5-0.7,rod-shaped,43632.0,
24787.0,YIM D15,"DSM 21986, ACCC 10715, KCTC 23442",1.0,Aliifodinibius roseus,0.55,0.3,rod-shaped,30765.0,1194090
140954.0,KHM44,"KACC 19060, NBRC 112531",1.0,Aliifodinibius salicampi,0.6-1.0,0.2-0.4,rod-shaped,43855.0,
24788.0,YIM J21,"DSM 21194, ACCC 10714",1.0,Aliifodinibius sediminis,0.55,0.3,rod-shaped,30765.0,1214077
133419.0,E3,"CGMCC 1.7001, JCM 15139",1.0,Aliiglaciecola lipolytica,1.0-2.5,,rod-shaped,28884.0,1127673
133538.0,,"NRIC 0754, JCM 15896, KMM 3894",1.0,Aliiglaciecola litoralis,2,,rod-shaped,29404.0,582857
13769.0,"CV919-312, CVSP","DSM 16950, ATCC BAA 1102",1.0,Aliiroseovarius crassostreae,2.8,0.9,rod-shaped,31463.0,154981
24498.0,MA1-10,"DSM 27840, CCUG 60745, KCTC 23462",1.0,Aliiroseovarius halocynthiae,0.9-6.5,0.4-0.7,ovoid-shaped,30249.0,985055
130625.0,M-M10,"DSM 29439, CCUG 62413, KCTC 23959",1.0,Aliiroseovarius sediminilitoris,1.8,0.35,ovoid-shaped,30758.0,1173584
443.0,BL06,"DSM 24290, JCM 15597, KCTC 22400",0.0,Alishewanella agri,01-02,0.5,rod-shaped,29367.0,1195246
440.0,,"DSM 16032, ATCC BAA 284, CCUG 30811, CIP 106648",1.0,Alishewanella fetalis,2,0.5-1.0,rod-shaped,23287.0,111143
442.0,MS1,"DSM 24035, JCM 15561, KCTC 22429, MS1",1.0,Alishewanella jeotgali,2-6,1,rod-shaped,29144.0,1129374
22907.0,RCRI4,"DSM 27060, JCM 17275, KCTC 23723, LMG 26473",1.0,Alishewanella tabrizica,1.75,0.9,rod-shaped,30242.0,671278
14033.0,,"DSM 22520, JCM 16068, YIT 12060",1.0,Alistipes indistinctus,2.4,0.6,ovoid-shaped,29508.0,742725
14031.0,,"KCTC 15237, DSM 19147, ATCC BAA 1178, CCUG 48946, WAL 8169",1.0,Alistipes onderdonkii,0.5-3,0.2-0.5,rod-shaped,31803.0,328813
14032.0,,"DSM 19121, ATCC BAA 1179, CCUG 48947, KCTC 15238, WAL 8301",1.0,Alistipes shahii,0.6-4,0.1-0.2,rod-shaped,31803.0,717959
545.0,4AG,"DSM 15448, ATCC BAA 956, CIP 109217, JCM 13893",1.0,Alkalibacillus filiformis,10,0.275,rod-shaped,31594.0,200990
549.0,ISL-17,"DSM 23520, CCUG 56753, ISL-17, KCTC 13258",1.0,Alkalibacillus flavidus,5.15,0.3,rod-shaped,29431.0,546021
547.0,BM2,"DSM 18495, JCM 14193",1.0,Alkalibacillus silvisoli,04-07,0.3-0.5,rod-shaped,31957.0,392823
22946.0,3AD-1,"DSM 25751, JCM 18271",1.0,Alkalibacterium gilvum,6.7,0.7,rod-shaped,30705.0,1130080
134116.0,M3,"JCM 12662, NCIMB 14024",1.0,Alkalibacterium iburiense,1.3-2.7,0.5-0.7,rod-shaped,31409.0,290589
134250.0,A11,"JCM 14232, NCIMB 14253",1.0,Alkalibacterium indicireducens,2.7,0.8,rod-shaped,32118.0,398758
2243.0,T22-1-2,"DSM 19180, NBRC 103247, NRIC 0724",1.0,Alkalibacterium kapii,2.7,0.85,rod-shaped,32511.0,426704
2246.0,T143-1-1,"DSM 19183, NBRC 103242, NRIC 0719",1.0,Alkalibacterium pelagium,4.5,0.6,rod-shaped,32511.0,426702
2245.0,T129-2-1,"DSM 19182, NBRC 103243, NRIC 0720",1.0,Alkalibacterium putridalgicola,5.35,0.75,rod-shaped,32511.0,426703
2244.0,T117-1-2,"DSM 19181, NBRC 103241, NRIC 0718",1.0,Alkalibacterium thalassium,6.3,1,rod-shaped,32511.0,426701
5453.0,CP11,"CCUG 57164, DSM 22112, ATCC BAA 1772, KCTC 15124",1.0,Alkalibaculum bacchi,1.5-2.2,0.5-0.8,rod-shaped,29674.0,645887
140264.0,BZ-SZ-XJ29,"DSM 29191, CGMCC 1.12936, JCM 30193",1.0,Alkalicoccus halolimnae,1.2-1.5,1.2-1.5,coccus-shaped,43205.0,1409
1235.0,6AG,"DSM 15402, ATCC BAA 957",1.0,Alkalicoccus saliphilus,0.85,0.85,,,200989
17805.0,Z-7010,"DSM 15055, VKM B-2311",1.0,Alkaliflexus imshenetskii,4-10,0.25-0.4,rod-shaped,43353.0,927658
1229.0,JMM-4,"DSM 16346, CIP 108766, JCM 12340",1.0,Alkalihalobacillus macyae,2.75,0.6,rod-shaped,31214.0,157733
4267.0,MLHE-1,"DSM 17681, ATCC BAA 1101",1.0,Alkalilimnicola ehrlichii,2,0.4,rod-shaped,31874.0,187272
134258.0,AC40,"JCM 14267, NCIMB 14266",1.0,Alkalimonas collagenimarina,1.7,0.7,rod-shaped,32179.0,400390
140294.0,X-07-02,"DSM 26418, VKM B-2746",1.0,Alkaliphilus namsaraevii,5.6-8.9,0.3,rod-shaped,43228.0,1454184
141088.0,JC227,"KCTC 15343, NBRC 110105",1.0,Alkalispirochaeta cellulosivorans,10-20,0.1-0.2,spiral-shaped,43991.0,
133913.0,JC133,"KCTC 15220, NBRC 109056",1.0,Alkalispirochaeta sphaeroplastigenens,15,0.2,spiral-shaped,30865.0,1187066
17816.0,SC/BZ-SP2,"DSM 24412, ATCC BAA 2172",1.0,Alkalitalea saponilacus,5.5,0.4,rod-shaped,30539.0,889453
130802.0,MN154.3,"DSM 14804, LMG 22842",1.0,Alkanibacter difficilis,0.9,0.6,rod-shaped,32452.0,159478
133636.0,B3A,"BCRC 17939, LMG 24826",1.0,Allobacillus halotolerans,2.5,0.6,rod-shaped,29871.0,570278
141012.0,,"NBRC 110719, DSM 29531, CPCC 204077",1.0,Allobranchiibius huperziae,1.1-1.2,0.4-0.6,coccus-shaped,43908.0,1874116
2437.0,JA144,"DSM 19781, JCM 14796",1.0,Allochromatium phaeobacterium,3,1.25,rod-shaped,32535.0,430676
2438.0,JA136,"DSM 18713, JCM 14262",1.0,Allochromatium renukae,4,2.25,rod-shaped,32360.0,402883
134310.0,,"KCCM 42675, NBRC 102683, IMCC 3113",1.0,Allohahella antarctica,0.9-5.9,"3.4, 0.9-5.9",,,437503
,,,,,3.4,,,,
132993.0,H94,"DSM 24882, CGMCC 1.10800, JCM 17555",1.0,Allohahella marinimesophila,1.6-1.8,0.55-0.65,rod-shaped,43942.0,1054972
140855.0,MWE-A11,"JCM 19371, KCTC 29232",1.0,Allohumibacter endophyticus,0.5-1,0.5-0.7,rod-shaped,43667.0,
23199.0,81/4 12,"DSM 22548, CCUG 58091, KCTC 15416",1.0,Alloprevotella rava,3,0.55,ovoid-shaped,30660.0,671218
134338.0,505,"LMG 24253, CGMCC 1.7048",1.0,Allorhizobium oryzae,1.4-1.8,0.8-1,rod-shaped,32525.0,464029
23792.0,M8,"DSM 24762, CCM 7944",1.0,Alloscardovia macacae,1.45,0.65,ovoid-shaped,31073.0,1160091
140346.0,MOZIV/2,"DSM 100237, CCM 8604, LMG 28781",1.0,Alloscardovia venturai,0.7-1.3,0.2-0.6,rod-shaped,43851.0,1160091
7516.0,Cr8-25,"DSM 23737, LMG 26215",1.0,Alpinimonas psychrophila,1.15,0.35,rod-shaped,30442.0,748908
159775.0,SH9,"JCM 32501, CCTCC AB 2017284",1.0,Alsobacter soli,1.2-1.8,0.8-1,rod-shaped,66785.0,2109933
133228.0,,"100921-2, CFCC 14287, KCTC 42844",1.0,Altererythrobacter aerius,0.8-0.9,0.8-0.9,,,1837929
133618.0,KYW147,"KCTC 22735, JCM 16339",1.0,Alteraurantiacibacter aestuarii,4.6,1,rod-shaped,29794.0,650004
140729.0,JSSK-8,"KCTC 52763, NBRC 112764",1.0,Altererythrobacter aquaemixtae,0.3-0.5,0.2-0.4,rod-shaped,43507.0,
133169.0,,"KEM-4, KCTC 52259, NBRC 112305",1.0,Altererythrobacter confluentis,0.4-10.0,0.4-10.0 µ,,,
140745.0,THG-S3,"KACC 19190, CGMCC 1.15959",1.0,Altererythrobacter deserti,1.2-1.4,0.4-0.6,rod-shaped,43522.0,
140988.0,,"CECT 9129, LMG 29518, BR 75",1.0,Altericroceibacterium endophyticum,1.46-3.95,0.59-1.41,rod-shaped,43875.0,
134236.0,JCS350T,"KCCM 42314, JCM 13815",1.0,Altererythrobacter epoxidivorans,0.605,0.5,rod-shaped,32040.0,361183
159780.0,MS1-4,"MCCC 1K02683, NBRC 112977",1.0,Altererythrobacter flavus,2.0-2.5,0.3-0.5,rod-shaped,66583.0,2055955
158660.0,S-54,"KEMB 9005-542, KACC 19119, NBRC 112676",1.0,Altererythrobacter fulvus,0.98-1-22,0.45-0.65,rod-shaped,65387.0,
133814.0,KJ7,"KACC 16190, JCM 17802",1.0,Altererythrobacter gangjinensis,2.15,0.6,rod-shaped,30572.0,1028742
140987.0,CPA5,"CECT 9130, LMG 29519",1.0,Altererythrobacter halimionae,1.59-3.56,0.5-0.96,rod-shaped,43875.0,
134119.0,SW-109,"KCTC 12311, JCM 12599, CIP 108783",1.0,Pontixanthobacter luteolus,2.5,0.7,rod-shaped,31429.0,295089
158561.0,C9-11,"MCCC 1K03311, JCM 32056",1.0,Altererythrobacter mangrovi,0.8-1.9,0.3-0.6,rod-shaped,65258.0,
5398.0,MSW-14,"DSM 21428, KCTC 22370",1.0,Altererythrobacter marensis,1-2,"1.5, 1-2",,,543877
,,,,,1.5,,,,
133493.0,H32,"CCTCC AB 208229, LMG 24629, MCCC 1A01070",1.0,Pelagerythrobacter marinus,1.1,0.4,rod-shaped,29187.0,538382
133617.0,KYW48,"KCTC 22736, JCM 16345",1.0,Paraurantiacibacter namhicola,1.4,1,rod-shaped,29794.0,645517
140815.0,WW3,"KCTC 42620, JCM 30975",1.0,Altererythrobacter rigui,0.58-0.63,0.42-0.58,rod-shaped,43603.0,
133411.0,XY-R17,"KCTC 52267, MCCC 1K01500",1.0,Altererythrobacter salegens,1.3-2.0,0.4-0.5,rod-shaped,25269.0,1737568
133297.0,,"CAU 1172, KCTC 42453, NBRC 110917",1.0,Altererythrobacter sediminis,1.5-3.3,0.2-0.5,coccus-shaped,25068.0,1689985
133352.0,,"MN-1, KCTC 52135, MCCC 1K02066",1.0,Altererythrobacter soli,0.9-1.5,0.3-0.5,rod-shaped,25170.0,1739690
133807.0,,"KCTC 12303, JCM 17037, KMM 6042",1.0,Altererythrobacter troitsensis,0.9,0.4,rod-shaped,30562.0,292222
133643.0,S3-63,"CCTCC AB 207166, CIP 110125",1.0,Altererythrobacter xinjiangensis,1.3-1.6,1.1-1.2,rod-shaped,29902.0,762261
140743.0,S36,"CGMCC 1.12804, NBRC 110413",1.0,Altererythrobacter xixiisoli,0.4-0.5,,coccus-shaped,43520.0,
133205.0,,"JC229, LMG 28999, KCTC 33726",1.0,Alteribacillus alkaliphilus,2.0-4.0,1.0-2.0,rod-shaped,25003.0,1448272
1573.0,P4B,"DSM 25260, CCM 7963, CECT 7998, IBRC-M 10614, KCTC 13821",1.0,Alteribacillus bidgolensis,2.45,0.85,rod-shaped,30351.0,930129
1317.0,X5B,"DSM 23995, IBRC 10446",1.0,Alteribacillus iranensis,1.2-2.5,"1.2-2.5, 1.2-2.5",,,930128
1572.0,HS136,"DSM 21632, CCM 7595, JCM 15720, LMG 25222",1.0,Alteribacillus persepolensis,2.75,1.25,rod-shaped,29278.0,568899
449.0,R10SW13,"DSM 15446, KCTC 12195, KMM 3600, LMG 22532",1.0,Alteromonas addita,0.7-0.9,,rod-shaped,23289.0,287094
140995.0,JDTF-113,"KCTC 52655, NBRC 112708",1.0,Alteromonas aestuariivivens,0.3-10.0,0.3-10.0,,,
450.0,,"DSM 23844, CCUG 55340, LMG 24078",1.0,Alteromonas genovensis,1.8,0.9,rod-shaped,23290.0,471225
134153.0,F-32,"CECT 7067, LMG 22958",1.0,Alteromonas hispanica,1.5,0.75,rod-shaped,31560.0,315421
133345.0,,"JW12, CGMCC 1.15735, KCTC 52408, MCCC 1K03175",1.0,Alteromonas lipolytica,1.5-2.2,0.7-1.2,rod-shaped,25171.0,1856405
134088.0,TF-22,"KCCM 41775, JCM 12188",1.0,Alteromonas litorea,3,1,rod-shaped,31223.0,252597
158616.0,S35,"KCTC 52449, CGMCC 1.16029",1.0,Alteromonas oceani,1.5-2.5,0.3-0.8,rod-shaped,65338.0,
140746.0,5.12,"LMG 29661, MCC 3250",1.0,Alteromonas pelagimontana,0.7-0.8,,coccus-shaped,43523.0,
134230.0,,"BCRC 17572, JCM 13896, AS 1",1.0,Alteromonas simiduii,1.2-2.5,0.4-0.8,rod-shaped,31985.0,398036
447.0,"ANT69a, R-15466","DSM 15691, LMG 21861",1.0,Alteromonas stellipolaris,2.0-7.0,0.4,rod-shaped,23288.0,233316
134229.0,AT1,"BCRC 17571, JCM 13895",1.0,Alteromonas tagae,1.2-2.5,0.5-0.9,rod-shaped,31985.0,398035
23153.0,IGB-41,"DSM 23761, CIP 110167",1.0,Amantichitinum ursilacus,2.25,0.75,rod-shaped,30364.0,857265
17782.0,ILE-2,"DSM 16581, JCM 14039",1.0,Aminiphilus circumscriptus,3,0.1,,31459.0,290732
158376.0,FH042,"DSM 103574, JCM 31555",1.0,Aminipila butyrica,3-8,0.7-1,rod-shaped,65320.0,433296
24744.0,4F6E,"DSM 25964, JCM 18417",1.0,Aminivibrio pyruvatiphilus,2.25,0.8,rod-shaped,31105.0,1005740
11861.0,IMB-1,"DSM 17455, ATCC 202197, CCUG 50580, CIP 108660, JCM 21751",1.0,Aminobacter ciceronei,1.3,0.6,rod-shaped,31512.0,150723
11862.0,,"DSM 17454, CCUG 50579, CIP 108661, NCIMB 13798, CC 495",1.0,Aminobacter lissarensis,1.4,0.55,rod-shaped,31512.0,305698
16790.0,SR,"DSM 19636, VKM B-2461",1.0,Ammonifex thiophilus,03-06,0.6-0.7,rod-shaped,31184.0,444093
132587.0,CC-RT-E,"DSM 24738, BCRC 80314",1.0,Ammoniphilus resinae,2.8-3.4,0.5-0.6,rod-shaped,43085.0,861532
158714.0,1T4Z-3,"KCTC 39983, CGMCC 1.16066",1.0,Amnibacterium endophyticum,1.0-1.5,0.5-0.7,rod-shaped,65456.0,
7508.0,KSL51201-037,"DSM 24782, JCM 16463, KEMC 51201-037",0.0,Amnibacterium kyonggiense,0.275,0.175,rod-shaped,29690.0,595671
17874.0,YIM D10,"DSM 21202, CCTCC AA 208035",1.0,Amorphus orientalis,1-2.5,1-2.5,rod-shaped,29550.0,649198
24748.0,YC6899,"DSM 23349, KACC 14912, NBRC 107845",1.0,Amorphus suaedae,1.85,0.85,rod-shaped,30986.0,1327753
1408.0,JW/BP-GSL-QD,"DSM 23721, ATCC BAA 2118, NBRC 11149",1.0,Amphibacillus cookii,2.0-7.0,0.5-0.6,rod-shaped,23034.0,767787
133954.0,N314,"JCM 18529, NCIMB 14823",1.0,Amphibacillus iburiensis,2.35,0.35,rod-shaped,30941.0,1212662
23741.0,C40,"DSM 27992, JCM 17250, NCIMB 14686",1.0,Amphibacillus indicireducens,2,0.4,rod-shaped,30506.0,1076330
1407.0,Y1,"DSM 24783, CGMCC 1.5123, JCM 16149",1.0,Amphibacillus jilinensis,2.0-3.2,0.4-0.6,rod-shaped,23033.0,562743
23742.0,J1,"DSM 27991, CGMCC 1.10434, JCM 17099",1.0,Amphibacillus marinus,2.5,0.35,rod-shaped,30846.0,872970
1403.0,Ep01,"DSM 6626, ATCC 51415, IFO 15112, JCM 7361, NBRC 15112",1.0,Amphibacillus xylanus,0.9-1.9,0.3-0.5,rod-shaped,23029.0,698758
11296.0,M41,"DSM 18887, LMG 24143",1.0,Amphritea atlantica,1.25,0.5,rod-shaped,32270.0,355243
134369.0,,"JCM 14781, ATCC BAA 1529, JAMM 1525",1.0,Amphritea balenae,1.3-2,0.6-0.9,rod-shaped,32637.0,452629
134368.0,,"JCM 14782, ATCC BAA 1530, JAMM 1866",1.0,Amphritea japonica,0.9-1.7,0.6-0.9,rod-shaped,32637.0,1278309
140873.0,B15.09-116,"CECT 8581, LMG 28208",1.0,Ampullimonas aquatilis,1-2,1,rod-shaped,43699.0,
133703.0,GY307,"NCIMB 14709, NRRL B-24844, DSM 45669",1.0,Amycolatopsis granulosa,1.1,0.45,rod-shaped,30219.0,185684
13272.0,TT00-43,"DSM 45661, KCTC 19329, NBRC 103394",1.0,Amycolatopsis helveola,1.5,0.7,rod-shaped,29650.0,450800
158267.0,SCM_MK2-4,"DSM 107509, JCM 32134, TBRC 7186",1.0,Amycolatopsis oliviviridis,1.0-2.0,0.5,rod-shaped,65546.0,1471590
133704.0,NMG112,"NCIMB 14711, NRRL B-24848",1.0,Amycolatopsis ruanii,1.5,0.4,rod-shaped,30219.0,944491
133705.0,SF45,"NCIMB 14705, NRRL B-24845",1.0,Amycolatopsis thermalba,1.65,0.35,rod-shaped,30219.0,944492
140730.0,H-12,"KCTC 52581, CGMCC 1.15880",1.0,Amylibacter cionae,1.5-2.2,0.6-1.1,rod-shaped,43509.0,
159735.0,4G11,"KY 463497, KCTC 52506, NBRC 112428",1.0,Amylibacter kogurei,0.76-2.47,0.39-0.7,rod-shaped,66644.0,1889778
159853.0,m18,"KACC 19229, JCM 32051",1.0,Amylibacter lutimaris,1.3-1.4,0.8-1.0,rod-shaped,66573.0,2176002
1559.0,MS 6,"DSM 22531, NCCB 100213, UNIQEM U377",1.0,Anaerobacillus alkalidiazotrophicus,03-08,0.6-1.2,rod-shaped,32538.0,472963
17964.0,PAOHA-1,"DSM 14826, UNIQEM 227",1.0,Anaerobranca californiensis,3.7,0.285,rod-shaped,30141.0,182411
17965.0,"JW/VK-KS54, JW/VK-KS5Y","DSM 18970, VKM B-2436",1.0,Anaerobranca zavarzinii,5.65,0.4,rod-shaped,32350.0,1120991
5429.0,L2-7,"DSM 17630, KCTC 15707",1.0,Anaerobutyricum soehngenii,0.7-4,,rod-shaped,66751.0,105843
132584.0,,"DSM 100423, JCM 30819, SN 021",1.0,Anaerocolumna cellulosilytica,9.5-12.0,0.8,rod-shaped,43082.0,433286
2829.0,HY-35-12,"DSM 15929, IMSNU 40003, KCTC 5026",1.0,Anaerocolumna jejuensis,3.15,0.5,rod-shaped,31249.0,1121322
502.0,IMO-1,"DSM 16554, JCM 12577",1.0,Anaerolinea thermolimosa,>100,0.3-0.4,filament-shaped,23356.0,229919
501.0,UNI-1,"DSM 14523, JCM 11388",1.0,Anaerolinea thermophila,>100,0.2-0.3,filament-shaped,23127.0,167964
140570.0,DY2726D,"JCM 30224, MCCC 1A00776",1.0,Anaeromicrobium sediminis,4-15,0.5-0.8,rod-shaped,43340.0,1478221
2874.0,C5BEL,"DSM 23801, JCM 17239",1.0,Anaerosalibacter bizertensis,11.5,0.75,rod-shaped,30459.0,932217
2868.0,HY-37-4,"DSM 15930, IMSNU 40011, KCTC 5027",1.0,Anaerosporobacter mobilis,2.3-5.5,0.5-0.5,rod-shaped,31315.0,264463
132639.0,"FRC-RU4, RU4","DSM 29728, ATCC BAA 2723",1.0,Anaerosporomusa subterranea,2.0-4.0,0.3-0.5,curved-shaped,24921.0,1794912
6340.0,35-7,"DSM 22094, JCM 17466, LMG 24724",1.0,Anaerostipes butyraticus,10,,rod-shaped,29535.0,645466
132583.0,FH052,"DSM 100431, JCM 30820",1.0,Anaerotaenia torta,6.4-9,0.4-0.5,rod-shaped,43082.0,433293
140747.0,SH021,"JCM 31556, DSM 103575",1.0,Anaerotignum aminivorans,2.5-8,0.7,rod-shaped,43524.0,433287
