ID	designation	strain	type_strain	species	shape	reference	taxid	length	width	volume	surface
134276	KMM 6171T	KCTC 127105, LMG 23988	1	Algibacter mikhailovii	rod-shaped	32229	425498	6.0	0.35	0.5660430013452359	6.5973445725385655
133987	WS-MY9	KCTC 32259, CCUG 63684	1	Algibacter undariae	rod-shaped	31011	1285464	3.35	0.55	0.7523459906878057	5.7883844642391935
134060	WS-MY22	KCTC 32381, CECT 8301	1	Algibacter wandonensis	rod-shaped	31156	1343161	3.3	0.3	0.22619467105846514	3.110176727053895
134052	14A-2-7	LMG 26421, NBRC 108219	1	Algimonas ampicilliniresistens	rod-shaped	31144	1298735	2.13	0.38	0.22720102790516505	2.5428050938155784
133831	0C-2-2	LMG 26424, NBRC 108216	1	Algimonas porphyrae	rod-shaped	30623	1128113	2.13	0.37	0.21575882386201536	2.475889170294116
18152	DG1253	DSM 24793, ATCC BAA 2243	1	Algiphilus aromaticivorans	rod-shaped	30317	1415780	1.05	0.6	0.2403318379996192	1.9792033717615698
133393	S2-A1	KACC 18987, JCM 31546	1	Algoriphagus aestuariicola	rod-shaped	25268	1852016	1.6733200530681511	0.529150262212918	0.32919355889132856	2.7816847144229078
17695	R-10710	DSM 15986, LMG 21980	1	Algoriphagus antarcticus	rod-shaped	30127	238540	2.5	0.5	0.45814892864851153	3.9269908169872414
17711	T4	DSM 19759, LMG 24398, NCIMB 14399	1	Algoriphagus aquaeductus	rod-shaped	30209	475299	4.743416490252569	1.118033988749895	4.290962482350219	16.660811018093874
140706	KEM-10	KCTC 52839, NBRC 112780	1	Algoriphagus aquaemixtae	rod-shaped	43478		2.449489742783178	0.34641016151377546	0.2199761732437302	2.665729762895019
133458	A8-7	CGMCC 1.7030, NBRC 104237	1	Algoriphagus aquatilis	rod-shaped	29061	490186	2.8	0.3	0.19085175370557994	2.638937829015426
17704		DSM 23399, CCUG 47101, KMM 3958, LMG 21971, CIP 108555	1	Algoriphagus aquimarinus	rod-shaped	30078	237018	6.0	0.6	1.6399113651738724	11.309733552923255
17702	T22	DSM 17298, ATCC BAA 1189, NBRC 101277	1	Algoriphagus boritolerans	rod-shaped	31966	308111	2.3	0.35	0.21006128378534247	2.5289820861397834
17705		CIP 108556, DSM 19830, CCUG 47095, KMM 3957, LMG 21970	1	Algoriphagus chordae	rod-shaped	30078	237019	6.0	0.6	1.6399113651738724	11.309733552923255
133817		KCTC 23759, CCUG 61890, CAU 1002	1	Algoriphagus chungangensis	rod-shaped	30582	1134595	1.6	0.5	0.2814343418840856	2.5132741228718345
140941	HJM-2	KCTC 42704, NBRC 111222	1	Algoriphagus confluentis	rod-shaped	43832		2.23606797749979	0.31622776601683794	0.1673415447211881	2.2214414690791835
17698	JC2051	DSM 15292, IMSNU 14013, KCTC 12051	1	Algoriphagus halophilus	rod-shaped	30033	226505	1.3416407864998738	0.3872983346207417	0.1428491614135153	1.6324194278107962
17712	7-UAH	DSM 19315, CCM 7449, CECT 7267	1	Algoriphagus hitonicola	rod-shaped	32397	435880	1.0	0.3	0.06361725123519331	0.9424777960769379
133329	S61	DSM 102044, CCTCC AB 2015446	1	Algoriphagus iocasae	rod-shaped	25178	1836499	0.8944271909999159	0.4898979485566356	0.13781435762109268	1.376576930290914
133687		KCTC 22647, JCM 16112, CNU 040	1	Algoriphagus jejuensis	rod-shaped	30159	419934	1.224744871391589	0.3872983346207417	0.12907768585830864	1.490188239869415
133258		OITF-19, KCTC 52456, NBRC 112418	1	Algoriphagus litorisediminis	rod-shaped	25064	1888911	2.0	0.28284271247461906	0.11973986222604727	1.7771531752633467
17707		DSM 23445, KCTC 12310	1	Algoriphagus locisalis	rod-shaped	31457	305507	2.25	0.55	0.4910047518173048	3.8877209088173696
133541	S1-3	KCTC 22630, CCUG 57608	1	Algoriphagus lutimaris	rod-shaped	29415	613197	2.7	0.55	0.5979170768097826	4.665265090580844
23439	PR1	DSM 24695, ATCC BAA 2233	1	Algoriphagus machipongonensis	rod-shaped	30556		2.5	0.5	0.45814892864851153	3.9269908169872414
17700	JC2050	DSM 15301, IMSNU 14012, KCTC 12050	1	Algoriphagus mannitolivorans	rod-shaped	30033	226504	1.3674794331177345	0.4472135954999579	0.1913871179474214	1.9212579332321365
140525	am2	KCTC 52549, MCCC 1H00178	1	Algoriphagus marinus	coccus-shaped	43299		0.7416198487095663	0.4472135954999579	0.09307732431964827	1.0419484076094312
141011	KEM-106	KCTC 52979, NBRC 112904	1	Algoriphagus marisflavi	rod-shaped	43907		1.7320508075688772	0.4242640687119285	0.22486994094990673	2.3085896942913555
133701	DPG-3	KCTC 23419, CCUG 60523	1	Algoriphagus namhaensis	rod-shaped	30208	915353	2.23606797749979	0.28284271247461906	0.13457245070327006	1.9869176531592205
133513	CC-Hsuan-617	BCRC 17886, CCUG 57471, DSM 22140	1	Algoriphagus olei	rod-shaped	29247	568072	1.65	0.5	0.2912518189265537	2.5918139392115793
17699	JC2052	DSM 15282, IMSNU 14014, KCTC 12052	1	Algoriphagus ornithinivorans	rod-shaped	30033	254320	1.4422205101855958	0.34641016151377546	0.12504328460426245	1.5695391866761097
140228	W29	DSM 100160, KCTC 42940, MCC 2876	1	Algoriphagus roseus	rod-shaped	43131	1649265	1.0954451150103324	0.3872983346207417	0.11384491717987219	1.3328648814475101
17708	DS-44	DSM 22685, CIP 108837, KCTC 12545	1	Algoriphagus terrigena	rod-shaped	31708	344884	1.4142135623730951	0.4898979485566356	0.23579178036561724	2.176559237081061
17710		DSM 17529, KCTC 12716, KMM 6241	1	Algoriphagus vanfongensis	rod-shaped	32173	426371	1.75	0.45	0.2544690049407733	2.474004214701962
17701	M-2Alg 14	DSM 15360, CCUG 47094, KMM 3956, LMG 21969, CIP 108557	1	Algoriphagus winogradskyi	rod-shaped	30078	237017	6.0	0.6	1.6399113651738724	11.309733552923255
17706	MSS-160	DSM 23446, CIP 108748, JCM 12598, KCTC 12309, MSS-160	1	Algoriphagus yeomjeoni	rod-shaped	31404	291403	2.0	0.55	0.4316090157103728	3.455751918948773
24720	12C11	DSM 25035, CGMCC 1.11027, MCCC 1F01099	1	Algoriphagus zhangzhouensis	rod-shaped	30782	1073327	1.7	0.65	0.4922155739858758	3.471459882216721
498	AAM1	DSM 23064, BCRC 17888, JCM 15522, JCM 31907	1	Aliagarivorans marinus	rod-shaped	29188	561965	1.7	1.1	1.2671090369478835	5.874778262212914
499	AAT1	DSM 22990, BCRC 17889, JCM 15537	1	Aliagarivorans taiwanensis	rod-shaped	29188	561966	1.95	0.85	0.9457502884244272	5.207189823325082
414	TA-67	DSM 14558, IAM 14935, NRIC 0496	1	Alicyclobacillus acidiphilus	rod-shaped	23285	182455	5.499090833947008	0.99498743710662	4.017903852041011	17.18930681319211
133505	ZJ-6	CGMCC 1.7072, NBRC 104953	1	Alicyclobacillus aeris	rod-shaped	29222	545890	2.0	0.5	0.35997415822383044	3.141592653589793
429	3-A191	DSM 17975, IAM 15224	1	Alicyclobacillus contaminans	rod-shaped	31943	392016	4.47213595499958	0.8485281374238571	2.3689895174009608	11.921505918955322
430	S-TAB	DSM 17978, IAM 15229	1	Alicyclobacillus fastidiosus	rod-shaped	31943	392011	4.47213595499958	0.9486832980505138	2.937638392987914	13.328648814475098
435	TC-34	DSM 22381, CGMCC 1.6357, JCM 15090	1	Alicyclobacillus ferrooxydans	ovoid-shaped	31191	471514	1.224744871391589	0.4898979485566356	0.20007777350525077	1.8849555921538754
431	5-A83J	DSM 17979, IAM 15227	1	Alicyclobacillus kakegawensis	rod-shaped	31943	392012	4.47213595499958	0.648074069840786	1.4039516277307675	9.10520054524614
432	5A-239-2O-A	DSM 17980, IAM 15370	1	Alicyclobacillus macrosporangiidus	rod-shaped	31943	392015	5.477225575051661	0.7483314773547882	2.299298503329403	12.87669809921399
158721	USBA-GBX-503	CMPUJ UGB U503, CBMAI 1927	1	Alicyclobacillus montanus		65468		3.872983346207417	0.7071067811865476	1.4283569422784723	8.603605814318215
428	RB-718	DSM 17974, IAM 15230	1	Alicyclobacillus sacchari	rod-shaped	31943	392010	4.47213595499958	0.648074069840786	1.4039516277307675	9.10520054524614
433	4A-336	DSM 17981, IAM 15226	1	Alicyclobacillus shizuokensis	rod-shaped	31943	392014	4.47213595499958	0.7483314773547882	1.8572370000117058	10.513779971646771
425	CsHg2	DSM 16176	1	Alicyclobacillus vulcanalis	rod-shaped	30160	252246	2.0	0.55	0.4316090157103728	3.455751918948773
140844	GBPy7	IBRC-M 10763, CECT 8339	1	Aliidiomarina iranensis	rod-shaped	43647		1.98997487421324	0.7348469228349535	0.7400916739205284	4.594035486507423
6238	CF12-14	DSM 22154, CCTCC AB 208166, KACC 13974	1	Aliidiomarina maris	rod-shaped	29985	531312	1.3856406460551018	0.4242640687119285	0.17589735811558285	1.8468717554330845
133375	Y4G10-17	CGMCC 1.15759, KCTC 52381	1	Aliidiomarina soli	rod-shaped	25216	1928574	1.697056274847714	0.17320508075688773	0.03862559692024963	0.923435877716542
133686	AIT1	JCM 16052, BCRC 80035, NCCB 100321	1	Aliidiomarina taiwanensis	rod-shaped	30156	946228	2.0493901531919194	0.6324555320336759	0.5776043165220588	4.0719694735877034
133344	7M-Z19	7M-Z19, NBRC 112240, KCTC 52134, CGMCC 1.15725, DSM 107831	1	Aliidongia dinghuensis	rod-shaped	25168	1867774	1.5811388300841898	0.458257569495584	0.23558891623601094	2.276300136311535
140832	2W32	KCTC 42497, CICC 23869	1	Aliifodinibius halophilus	rod-shaped	43632		4.69041575982343	0.5916079783099616	1.235136460878995	8.717565823576445
24787	YIM D15	DSM 21986, ACCC 10715, KCTC 23442	1	Aliifodinibius roseus	rod-shaped	30765	1194090	0.55	0.3	0.03180862561759666	0.5183627878423159
140954	KHM44	KACC 19060, NBRC 112531	1	Aliifodinibius salicampi	rod-shaped	43855		0.7745966692414834	0.28284271247461906	0.04274550019413887	0.6882884651454573
24788	YIM J21	DSM 21194, ACCC 10714	1	Aliifodinibius sediminis	rod-shaped	30765	1214077	0.55	0.3	0.03180862561759666	0.5183627878423159
13769	CV919-312, CVSP	DSM 16950, ATCC BAA 1102	1	Aliiroseovarius crassostreae	rod-shaped	31463	154981	2.8	0.9	1.5904312808798329	7.916813487046278
24498	MA1-10	DSM 27840, CCUG 60745, KCTC 23462	1	Aliiroseovarius halocynthiae	ovoid-shaped	30249	985055	2.418677324489565	0.529150262212918	0.4931061838651358	4.020747692778592
130625	M-M10	DSM 29439, CCUG 62413, KCTC 23959	1	Aliiroseovarius sediminilitoris	ovoid-shaped	30758	1173584	1.8	0.35	0.16195564627724882	1.97920337176157
443	BL06	DSM 24290, JCM 15597, KCTC 22400	0	Alishewanella agri	rod-shaped	29367	1195246	1.4142135623730951	0.5	0.2449552601600042	2.221441469079183
440		DSM 16032, ATCC BAA 284, CCUG 30811, CIP 106648	1	Alishewanella fetalis	rod-shaped	23287	111143	2.0	0.7071067811865476	0.6928381021858159	4.442882938158366
442	MS1	DSM 24035, JCM 15561, KCTC 22429, MS1	1	Alishewanella jeotgali	rod-shaped	29144	1129374	3.4641016151377544	1.0	2.458899658552177	10.882796185405306
22907	RCRI4	DSM 27060, JCM 17275, KCTC 23723, LMG 26473	1	Alishewanella tabrizica	rod-shaped	30242	671278	1.75	0.9	0.922450142910303	4.948008429403924
14033		DSM 22520, JCM 16068, YIT 12060	1	Alistipes indistinctus	ovoid-shaped	29508	742725	2.4	0.6	0.622035345410779	4.523893421169302
14031		KCTC 15237, DSM 19147, ATCC BAA 1178, CCUG 48946, WAL 8169	1	Alistipes onderdonkii	rod-shaped	31803	328813	1.224744871391589	0.31622776601683794	0.0879124137073097	1.2167336027920834
14032		DSM 19121, ATCC BAA 1179, CCUG 48947, KCTC 15238, WAL 8301	1	Alistipes shahii	rod-shaped	31803	717959	1.5491933384829668	0.14142135623730953	0.02359419156614862	0.6882884651454573
545	4AG	DSM 15448, ATCC BAA 956, CIP 109217, JCM 13893	1	Alkalibacillus filiformis	rod-shaped	31594	200990	10.0	0.275	0.5885127519261849	8.639379797371932
549	ISL-17	DSM 23520, CCUG 56753, ISL-17, KCTC 13258	1	Alkalibacillus flavidus	rod-shaped	29431	546021	5.15	0.3	0.3569634652641403	4.8537606497962305
547	BM2	DSM 18495, JCM 14193	1	Alkalibacillus silvisoli	rod-shaped	31957	392823	5.291502622129181	0.3872983346207417	0.6081812961200552	6.438349049606996
22946	3AD-1	DSM 25751, JCM 18271	1	Alkalibacterium gilvum	rod-shaped	30705	1130080	6.7	0.7	2.488664980418714	14.73406954533613
134116	M3	JCM 12662, NCIMB 14024	1	Alkalibacterium iburiense	rod-shaped	31409	290589	1.8734993995195195	0.5916079783099616	0.4607961333395743	3.4820696441539303
134250	A11	JCM 14232, NCIMB 14253	1	Alkalibacterium indicireducens	rod-shaped	32118	398758	2.7	0.8	1.2231267397976264	6.785840131753954
2243	T22-1-2	DSM 19180, NBRC 103247, NRIC 0724	1	Alkalibacterium kapii	rod-shaped	32511	426704	2.7	0.85	1.3713379182154195	7.209955139988575
2246	T143-1-1	DSM 19183, NBRC 103242, NRIC 0719	1	Alkalibacterium pelagium	rod-shaped	32511	426702	4.5	0.6	1.21579635693925	8.482300164692441
2245	T129-2-1	DSM 19182, NBRC 103243, NRIC 0720	1	Alkalibacterium putridalgicola	rod-shaped	32511	426703	5.35	0.75	2.2531109812464294	12.605640522529043
2244	T117-1-2	DSM 19181, NBRC 103241, NRIC 0718	1	Alkalibacterium thalassium	rod-shaped	32511	426701	6.3	1.0	4.686209041604775	19.792033717615695
5453	CP11	CCUG 57164, DSM 22112, ATCC BAA 1772, KCTC 15124	1	Alkalibaculum bacchi	rod-shaped	29674	645887	1.8165902124584952	0.6324555320336759	0.5044680581656323	3.609415161690043
140264	BZ-SZ-XJ29	DSM 29191, CGMCC 1.12936, JCM 30193	1	Alkalicoccus halolimnae	coccus-shaped	43205	1409	1.3416407864998738	1.3416407864998738	1.2644666515873306	5.654866776461628
17805	Z-7010	DSM 15055, VKM B-2311	1	Alkaliflexus imshenetskii	rod-shaped	43353	927658	6.324555320336759	0.31622776601683794	0.48845058973497496	6.283185307179587
1229	JMM-4	DSM 16346, CIP 108766, JCM 12340	1	Alkalihalobacillus macyae	rod-shaped	31214	157733	2.75	0.6	0.7209955139988575	5.183627878423159
4267	MLHE-1	DSM 17681, ATCC BAA 1101	1	Alkalilimnicola ehrlichii	rod-shaped	31874	187272	2.0	0.4	0.23457225146803792	2.5132741228718345
134258	AC40	JCM 14267, NCIMB 14266	1	Alkalimonas collagenimarina	rod-shaped	32179	400390	1.7	0.7	0.564439480094966	3.7384952577718535
140294	X-07-02	DSM 26418, VKM B-2746	1	Alkaliphilus namsaraevii	rod-shaped	43228	1454184	7.059745037889116	0.3	0.49195538734253547	6.653652944174833
141088	JC227	KCTC 15343, NBRC 110105	1	Alkalispirochaeta cellulosivorans	spiral-shaped	43991		14.142135623730951	0.14142135623730953	0.22140366641822531	6.283185307179587
133913	JC133	KCTC 15220, NBRC 109056	1	Alkalispirochaeta sphaeroplastigenens	spiral-shaped	30865	1187066	15.0	0.2	0.46914450293607585	9.42477796076938
17816	SC/BZ-SP2	DSM 24412, ATCC BAA 2172	1	Alkalitalea saponilacus	rod-shaped	30539	889453	5.5	0.4	0.6743952229706089	6.911503837897545
130802	MN154.3	DSM 14804, LMG 22842	1	Alkanibacter difficilis	rod-shaped	32452	159478	0.9	0.6	0.19792033717615695	1.6964600329384882
133636	B3A	BCRC 17939, LMG 24826	1	Allobacillus halotolerans	rod-shaped	29871	570278	2.5	0.6	0.6503096792930871	4.71238898038469
141012		NBRC 110719, DSM 29531, CPCC 204077	1	Allobranchiibius huperziae	coccus-shaped	43908	1874116	1.1489125293076057	0.4898979485566356	0.18578371377751776	1.7682450832011687
2437	JA144	DSM 19781, JCM 14796	1	Allochromatium phaeobacterium	rod-shaped	32535	430676	3.0	1.25	3.1702269616303247	11.780972450961723
2438	JA136	DSM 18713, JCM 14262	1	Allochromatium renukae	rod-shaped	32360	402883	4.0	2.25	12.922254157148641	28.274333882308138
132993	H94	DSM 24882, CGMCC 1.10800, JCM 17555	1	Allohahella marinimesophila	rod-shaped	43942	1054972	1.6970562748477143	0.5979130371550699	0.4205385521348378	3.1877491575344514
140855	MWE-A11	JCM 19371, KCTC 29232	1	Allohumibacter endophyticus	rod-shaped	43667		0.7071067811865476	0.5916079783099616	0.14016721625590436	1.3142224964558467
23199	81/4 12	DSM 22548, CCUG 58091, KCTC 15416	1	Alloprevotella rava	ovoid-shaped	30660	671218	3.0	0.55	0.669191960138101	5.1836278784231595
134338	505	LMG 24253, CGMCC 1.7048	1	Allorhizobium oryzae	rod-shaped	32525	464029	1.5874507866387544	0.8944271909999159	0.810096353020177	4.460619068312845
23792	M8	DSM 24762, CCM 7944	1	Alloscardovia macacae	ovoid-shaped	31073	1160091	1.45	0.65	0.40925789297702037	2.9609510760083797
140346	MOZIV/2	DSM 100237, CCM 8604, LMG 28781	1	Alloscardovia venturai	rod-shaped	43851	1160091	0.9539392014169457	0.34641016151377546	0.0790238554288784	1.038152590228892
7516	Cr8-25	DSM 23737, LMG 26215	1	Alpinimonas psychrophila	rod-shaped	30442	748908	1.15	0.35	0.09941831751672697	1.2644910430698917
159775	SH9	JCM 32501, CCTCC AB 2017284	1	Alsobacter soli	rod-shaped	66785	2109933	1.469693845669907	0.8944271909999159	0.7361074848887895	4.129730790872743
133618	KYW147	KCTC 22735, JCM 16339	1	Alteraurantiacibacter aestuarii	rod-shaped	29794	650004	4.6	1.0	3.3510321638291125	14.451326206513047
140729	JSSK-8	KCTC 52763, NBRC 112764	1	Altererythrobacter aquaemixtae	rod-shaped	43507		0.3872983346207417	0.28284271247461906	0.01841082813829719	0.34414423257272864
140745	THG-S3	KACC 19190, CGMCC 1.15959	1	Altererythrobacter deserti	rod-shaped	43522		1.296148139681572	0.4898979485566356	0.21353697249137746	1.9948494916958592
140988		CECT 9129, LMG 29518, BR 75	1	Altericroceibacterium endophyticum	rod-shaped	43875		2.4014578905323325	0.9120855223058855	1.3704031664845586	6.881140264418564
134236	JCS350T	KCCM 42314, JCM 13815	1	Altererythrobacter epoxidivorans	rod-shaped	32040	361183	0.605	0.5	0.08606654873897036	0.9503317777109124
159780	MS1-4	MCCC 1K02683, NBRC 112977	1	Altererythrobacter flavus	rod-shaped	66583	2055955	2.23606797749979	0.3872983346207417	0.24822138237912622	2.720699046351327
158660	S-54	KEMB 9005-542, KACC 19119, NBRC 112676	1	Altererythrobacter fulvus	rod-shaped	65387		4.64327470649756	0.5408326913195984	1.0252797045495536	7.889276661050102
133814	KJ7	KACC 16190, JCM 17802	1	Altererythrobacter gangjinensis	rod-shaped	30572	1028742	2.15	0.6	0.5513495107050086	4.052654523130833
140987	CPA5	CECT 9130, LMG 29519	1	Altererythrobacter halimionae	rod-shaped	43875		2.3791595154591882	0.6928203230275509	0.809859637174938	5.178381619861998
134119	SW-109	KCTC 12311, JCM 12599, CIP 108783	1	Pontixanthobacter luteolus	rod-shaped	31429	295089	2.5	0.7	0.8723155601467657	5.497787143782138
158561	C9-11	MCCC 1K03311, JCM 32056	1	Altererythrobacter mangrovi	rod-shaped	65258		1.2328828005937953	0.4242640687119285	0.1543017264870078	1.643266187852123
133493	H32	CCTCC AB 208229, LMG 24629, MCCC 1A01070	1	Pelagerythrobacter marinus	rod-shaped	29187	538382	1.1	0.4	0.12147491593880536	1.3823007675795091
133617	KYW48	KCTC 22736, JCM 16345	1	Paraurantiacibacter namhicola	rod-shaped	29794	645517	1.4	1.0	0.837758040957278	4.39822971502571
140815	WW3	KCTC 42620, JCM 30975	1	Altererythrobacter rigui	rod-shaped	43603		0.6044832503882965	0.4935585071701226	0.08417518090413048	0.9372874158822903
133411	XY-R17	KCTC 52267, MCCC 1K01500	1	Altererythrobacter salegens	rod-shaped	25269	1737568	1.61245154965971	0.4472135954999579	0.22986724803055206	2.265434679827796
133297		CAU 1172, KCTC 42453, NBRC 110917	1	Altererythrobacter sediminis	coccus-shaped	25068	1689985	2.2248595461286986	0.31622776601683794	0.16646123657984596	2.210306354001461
133352		MN-1, KCTC 52135, MCCC 1K02066	1	Altererythrobacter soli	rod-shaped	25170	1739690	1.161895003862225	0.3872983346207417	0.12167336027920836	1.4137166941154071
133807		KCTC 12303, JCM 17037, KMM 6042	1	Altererythrobacter troitsensis	rod-shaped	30562	292222	0.9	0.4	0.09634217471008699	1.1309733552923256
133643	S3-63	CCTCC AB 207166, CIP 110125	1	Altererythrobacter xinjiangensis	rod-shaped	29902	762261	1.4422205101855958	1.1489125293076057	1.0981512209004405	5.205572575964237
140743	S36	CGMCC 1.12804, NBRC 110413	1	Altererythrobacter xixiisoli	coccus-shaped	43520		0.4472135954999579	0.4472135954999579	0.04683209820693817	0.6283185307179586
133205		JC229, LMG 28999, KCTC 33726	1	Alteribacillus alkaliphilus	rod-shaped	25003	1448272	2.8284271247461903	1.4142135623730951	3.7024024484653064	12.566370614359174
1573	P4B	DSM 25260, CCM 7963, CECT 7998, IBRC-M 10614, KCTC 13821	1	Alteribacillus bidgolensis	rod-shaped	30351	930129	2.45	0.85	1.2294753749517555	6.542366701100745
1572	HS136	DSM 21632, CCM 7595, JCM 15720, LMG 25222	1	Alteribacillus persepolensis	rod-shaped	29278	568899	2.75	1.25	2.8634308040531966	10.799224746714915
450		DSM 23844, CCUG 55340, LMG 24078	1	Alteromonas genovensis	rod-shaped	23290	471225	1.8	0.9	0.9542587685278998	5.089380098815465
134153	F-32	CECT 7067, LMG 22958	1	Alteromonas hispanica	rod-shaped	31560	315421	1.5	0.75	0.5522330836388308	3.5342917352885173
133345		JW12, CGMCC 1.15735, KCTC 52408, MCCC 1K03175	1	Alteromonas lipolytica	rod-shaped	25171	1856405	1.8165902124584952	0.916515138991168	0.9969149519398796	5.230539494145867
134088	TF-22	KCCM 41775, JCM 12188	1	Alteromonas litorea	rod-shaped	31223	252597	3.0	1.0	2.0943951023931953	9.42477796076938
158616	S35	KCTC 52449, CGMCC 1.16029	1	Alteromonas oceani	rod-shaped	65338		1.9364916731037085	0.4898979485566356	0.3342388849137403	2.98037647973883
140746	5.12	LMG 29661, MCC 3250	1	Alteromonas pelagimontana	coccus-shaped	43523		0.7483314773547882	0.7483314773547882	0.21942224935939458	1.7592918860102837
