taxid	length	width	volume	surface	shape	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
taxid1454	5.47722557505166	0.9486832980505138	3.6480943804627834	16.324194278107957	rod-shaped	Schinkia azotoformans	Schinkia	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000307855	4223247.0	37.24	4329.0	86.54646531448435	1.0	-0.6632183986839711	0.236356435269013
taxid1473	4.0	0.5916079783099616	1.0453485164679035	7.4343651138547395	rod-shaped	Virgibacillus pantothenticus	Virgibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001189575	4759248.0	37.22	4395.0	76.57373601879961	1.0	-0.389928266574947	0.164846122252751
taxid1484	3.75	0.6	1.0037388528219389	7.0685834705770345	rod-shaped	Hydrogenibacillus schlegelii	Hydrogenibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001543875	2592181.0	66.03	2631.0	85.99839285914062	1.0	-0.157019637493631	0.06709056316991599
taxid1491	4.898979485566356	1.0392304845413265	3.8616259527184966	15.99437857737011	rod	Clostridium botulinum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	N5977	2541246.0	27.72	2990.0	85.5148616072588	10.0	-0.32086051621166994	0.170384532041852
taxid1503	5.091168824543142	1.3266499161421599	6.426250174911988	21.218940998414027	rod-shaped	Gottschalkia purinilytica	Gottschalkia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	species	G001190785	3397304.0	28.82	3348.0	83.65180154616718	1.0	-0.21871479884913697	0.110918344374365
taxid1521	4.242640687119285	0.7745966692414834	1.8776239618920565	10.324326977181858	rod-shaped	Ruminiclostridium cellulolyticum	Ruminiclostridium	Oscillospiraceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000022065	4068724.0	37.4	3513.0	87.89527134305496	8.0	-0.29438204878500895	0.11981083448487101
taxid1556	3.1622776601683795	0.5916079783099616	0.8150675609686346	5.877381679269497	rod-shaped	Gottschalkia acidurici	Gottschalkia	Gottschalkiaceae	Tissierellales	Tissierellia	Firmicutes	Bacteria	species	G000299355	3108248.0	29.93	2985.0	83.09983630649806	6.0	-0.208382222089415	0.0948410925218228
taxid1557	4.0	0.8660254037844386	2.186150799795388	10.882796185405306	curved-shaped	Peptoclostridium litorale	Peptoclostridium	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000699585	3404633.0	41.28	3121.0	85.87322040290394	5.0	-0.631540194169406	0.23169432414081498
taxid1565	10.000000000000002	1.0	7.592182246175332	31.41592653589793	rod-shaped	Desulfotomaculum nigrificans	Desulfotomaculum	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000214435	2892255.0	46.63	2819.0	85.79409491901647	8.0	-0.24918249046476001	0.11423138974577698
taxid1584	6.250000000000001	0.5	1.1944597068336191	9.817477042468106	rod-shaped	Lactobacillus delbrueckii	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G000056065	1864998.0	49.72	1916.0	84.21660505802151	9.0	-1.2238267308380402	0.38653498323381996
taxid1590	4.898979485566356	1.0392304845413265	3.8616259527184966	15.99437857737011	rod	Lactiplantibacillus plantarum	Lactiplantibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	N7718	3381628.5	45.41	3091.0	82.68159268663794	3.0	-0.7882695726258959	0.290874227011894
taxid1639	1.4142135623730951	1.0	0.8489213467404422	4.442882938158366	rod	Listeria monocytogenes	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	N5215	2937617.0	37.86	2906.0	90.09386481133009	0.0	-0.5461138266429271	0.2227505480161645
taxid1646	1.224744871391589	0.5477225575051661	0.24555568271482825	2.107444419312217	rods	Renibacterium salmoninarum	Renibacterium	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000018885	3155250.0	56.27	3528.0	90.62429284525791	2.0	-0.6169629339371651	0.221865560239714
taxid1657	1.7320508075688772	0.5	0.3073624573190221	2.7206990463513265	rods	Actinobaculum suis	Actinobaculum	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	species	N6830	2275281.5	57.769999999999996	1830.0	85.32251183541585	1.0	-0.410241137613855	0.1489982578590475
taxid1680	4.898979485566356	1.0	3.585850102686442	15.39059796194237	rod-shaped	Bifidobacterium adolescentis	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000010425	2089645.0	59.18	1683.0	86.72233800478071	5.0	-0.6421699090938521	0.201019925210344
taxid1693	1.3964240043768943	0.3	0.09163881288197803	1.3160986180340677	rods	Bifidobacterium minimum	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000741645	1892860.0	62.73	1585.0	87.0988345677969	1.0	-0.214354773374658	0.0853537157909507
taxid1708	2.0	0.458257569495584	0.3046732028857915	2.8793172275584813	rods	Cellulomonas fimi	Cellulomonas	Cellulomonadaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000212695	4266344.0	74.72	3826.0	90.78346706219658	2.0	-0.284445250043317	0.11306161732570899
taxid1713	1.1	0.4	0.12147491593880536	1.3823007675795091	rods	Oerskovia turbata	Oerskovia	Cellulomonadaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000718325	4028666.0	72.21	3583.0	90.05780077077624	1.0	-0.332729725923128	0.132733499814819
taxid1717	2.8284271247461903	0.4898979485566356	0.5023647566551193	4.353118474162122	rods	Corynebacterium diphtheriae	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	species	N7982	2396013.0	53.52	2254.0	89.90560568744827	1.0	-0.9848207790003879	0.29475984193198
taxid1719	1.7320508075688772	0.5477225575051661	0.3650868278811078	2.9803764797388297	rods	Corynebacterium pseudotuberculosis	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	species	N7983	2337642.5	52.18	2139.0	88.36684817487071	4.0	-0.9963470128516336	0.2942291272487655
taxid1724	3.0000000000000004	0.7	1.0647381101791404	6.5973445725385655	rods	Corynebacterium renale	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G001044175	2322762.0	59.14	2498.0	89.67147731881269	1.0	-0.6377593332089699	0.201765077763291
taxid1731	4.0	0.8660254037844386	2.186150799795388	10.882796185405306	curved-shaped	Peptoclostridium acidaminophilum	Peptoclostridium	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	species	G000597865	3055036.0	44.08	2906.0	87.47798716610869	7.0	-0.5584029132480971	0.217065139140351
taxid1747	0.8485281374238571	0.4472135954999579	0.10987043904128194	1.1921505918955322	coccus-shaped	Cutibacterium acnes	Cutibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	species	N8374	2504656.0	60.09	2342.0	90.0072720609705	1.0	-0.40518235109998396	0.133378031181795
taxid1750	3.872983346207418	0.2449489742783178	0.17866239092832692	2.98037647973883	rods	Arachnia propionica	Arachnia	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000277715	3449360.0	66.06	3064.0	89.6971612125148	2.0	-0.35431077632704205	0.119982432718149
taxid1769	2.8284271247461903	0.3872983346207417	0.3180070503269765	3.4414423257272864	rods	Mycobacterium leprae	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000195855	3268203.0	57.8	3999.0	68.9615669528484	1.0	-0.133733159132964	0.061659440544845005
taxid1773	2.3784142300054425	0.3662841501484707	0.23705103227043514	2.7368783463909128	rods	Mycobacterium tuberculosis	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000195835	4345492.0	65.63	4009.0	90.52961091632432	1.0	-0.0846209018626485	0.0316251875797942
taxid1774	2.449489742783178	0.31622776601683805	0.18410365096944956	2.433467205584167	rods	Mycobacteroides chelonae	Mycobacteroides	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G001632805	5029817.0	63.92	4897.0	93.04960796784457	1.0	-0.336946206178822	0.120270691201775
taxid2039	1.5811388300841898	0.22360679774997896	0.05916417052329199	1.1107207345395915	rods	Tropheryma whipplei	Tropheryma	Tropherymataceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000007485	927303.0	46.33	934.0	88.37435013151041	1.0	-0.096841429923672	0.04053601953286
taxid2045	1.7320508075688772	0.4472135954999579	0.2486538555316636	2.433467205584167	rods	Pimelobacter simplex	Pimelobacter	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000785495	5637360.0	72.85	5529.0	93.86808718974841	2.0	-0.237515813695238	0.104720621495824
taxid2047	1.0	1.0	0.5235987755982988	3.1415926535897927	coccus	Rothia dentocariosa	Rothia	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000164695	2506025.0	53.69	2152.0	85.62137249229356	3.0	-0.740174617481041	0.22058068863249303
taxid2051	1.7	0.5	0.3010692959690218	2.670353755551324	rod-shaped	Mobiluncus curtisii	Mobiluncus	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	species	N5969	2134303.0	55.584999999999994	1829.0	90.81667804886291	1.0	-0.33417342532526495	0.126765696376941
taxid2052	2.9	0.5	0.5366887449882564	4.5553093477052	rod-shaped	Mobiluncus mulieris	Mobiluncus	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	species	N5970	2443773.0	55.09	2148.0	88.49203346273838	1.0	-0.226035619409362	0.101159599414834
taxid2057	2.1213203435596424	1.224744871391589	2.018165466403381	8.162097139053978	coccus-shaped	Sphaerobacter thermophilus	Sphaerobacter	Sphaerobacteraceae	Sphaerobacterales	Thermomicrobia	Chloroflexi	Bacteria	species	G000024985	3993764.0	68.11	3523.0	86.20281518887947	2.0	-0.0648274256360233	0.0243499069082574
taxid2061	2.23606797749979	0.6324555320336759	0.6362508846654319	4.442882938158367	rods	Tsukamurella paurometabola	Tsukamurella	Tsukamurellaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	species	G000092225	4479724.0	68.4	4336.0	92.7004208294975	2.0	-0.38948870270317704	0.124901556471326
taxid2134	3.872983346207418	0.14142135623730953	0.06009619964991113	1.7207211628636432	helical	Spiroplasma melliferum	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	species	G000236085	1297943.0	27.09	2261.0	62.35373972508809	1.0	-0.0975883985082753	0.0525644949159745
taxid2137	5.47722557505166	0.12247448713915887	0.06404608742107593	2.107444419312217	helical	Spiroplasma apis	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	species	G000500935	1160554.0	28.3	1961.0	69.61537334755643	1.0	-0.131422572240413	0.0656504929906115
taxid2144	3.872983346207418	0.14142135623730953	0.06009619964991113	1.7207211628636432	helical	Spiroplasma mirum	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	species	G000565195	1132608.0	29.41	1933.0	62.783681556195965	1.0	-0.13965550094881196	0.0732528611815554
taxid2145	3.4322004603461025	0.12649110640673514	0.042600458299974164	1.3638999367685745	helical	Spiroplasma taiwanense	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	species	G000439435	1086278.0	23.86	1996.0	66.8353773159357	1.0	-0.11572934393110801	0.0718506860963892
taxid2148	3.1622776601683795	0.3	0.2164596525098353	2.98037647973883	spherical	Acholeplasma laidlawii	Acholeplasma	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Tenericutes	Bacteria	species	G000018785	1496992.0	31.93	1389.0	91.59026901947372	2.0	-0.173134692531478	0.0878674529151848
taxid2150	3.1622776601683795	0.3	0.2164596525098353	2.98037647973883	spherical	Acholeplasma modicum	Acholeplasma	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Tenericutes	Bacteria	species	G000687835	1219180.0	27.79	1136.0	92.95403467904656	1.0	-0.259917667129228	0.132824895952855
taxid2162	5.47722557505166	0.5656854249492381	1.329186178950559	9.733868822336671	rod	Methanobacterium formicicum	Methanobacterium	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	species	N1411	2451734.0	41.24	2410.0	83.5882397745449	2.0	-0.261580270110304	0.119786048691935
taxid2173	1.0	0.648074069840786	0.25860776283914344	2.035984736793852	rod	Methanobrevibacter smithii	Methanobrevibacter	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	species	N1182	1861185.0	30.655	1772.5	90.32718691409889	1.0	-0.32098999407441653	0.134638851871407
taxid2177	1.0	1.0	0.5235987755982988	3.1415926535897927	spherical	Methanohalophilus halophilus	Methanohalophilus	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	N2235	2024760.5	42.42	2039.0	89.73298948970452	2.5	-0.12218951346313299	0.05836618803898575
taxid2180	1.7320508075688772	0.34641016151377546	0.15235914659567426	1.884955592153876	rod	Methanothermus fervidus	Methanothermus	Methanothermaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	species	G000166095	1243342.0	31.64	1318.0	94.48293389912027	2.0	-0.0302509380224745	0.0143804581235767
taxid2186	1.4142135623730951	1.4142135623730951	1.4809609793861225	6.283185307179588	spherical	Methanothermococcus thermolithotrophicus	Methanothermococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea	species	G000376965	1686930.0	32.8	1704.0	85.99082356707156	1.0	-0.385928297780395	0.16666857550290698
taxid2187	1.4142135623730951	1.4142135623730951	1.4809609793861225	6.283185307179588	spherical	Methanococcus vannielii	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea	species	G000017165	1720048.0	31.33	1746.0	86.89867957173288	4.0	-0.45101006245118397	0.21104019201108198
taxid2188	1.4142135623730951	1.4142135623730951	1.4809609793861225	6.283185307179588	spherical	Methanococcus voltae	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea	species	G000006175	1936387.0	28.59	1727.0	80.16703272641264	2.0	-0.5361486021528521	0.224256660453865
taxid2189	1.2	1.2	0.9047786842338604	4.523893421169302	spherical	Methanotorris igneus	Methanotorris	Methanocaldococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea	species	G000214415	1854197.0	32.3	1822.0	83.13048721360244	2.0	-0.40030782386229297	0.172769220141566
taxid2190	1.224744871391589	1.224744871391589	0.961912372621398	4.7123889803846915	spherical	Methanocaldococcus jannaschii	Methanocaldococcus	Methanocaldococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea	species	G000091665	1739927.0	31.29	1877.0	88.03869357737423	2.0	-0.33054462974754306	0.158304144773653
taxid2197	2.6	2.6	9.202772079915704	21.237166338267	spherical	Methanogenium cariaci	Methanogenium	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	species	G001315945	2686643.0	52.06	4256.0	83.93098748140338	1.0	-0.299268600586502	0.126443250754917
taxid2198	1.3	1.3	1.1503465099894628	5.309291584566751	spherical	Methanoculleus marisnigri	Methanoculleus	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	species	N1422	1709390.0	62.224999999999994	1989.0	87.94295505747533	0.0	-0.127662625979308	0.05098673004896405
taxid2200	1.3426748071413248	1.3426748071413248	1.2673925299287734	5.663586699569487	spherical	Methanoculleus thermophilus	Methanoculleus	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	species	G001571405	2223235.0	59.32	2270.0	88.02848101977524	1.0	-0.121326406750357	0.0512323610561927
taxid2201	1.5811388300841898	1.5811388300841898	2.0697058887075217	7.853981633974483	spherical	Methanofollis liminatans	Methanofollis	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	species	G000275865	2475100.0	60.97	2441.0	89.25106056320958	2.0	-0.20106835478420299	0.0811633709815197
taxid2203	8.602325267042625	0.4472135954999579	1.3278340440330796	12.08594825142498	rod	Methanospirillum hungatei	Methanospirillum	Methanospirillaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	species	G000013445	3544738.0	45.15	3415.0	88.69400220834375	4.0	-0.332514958140933	0.138544643525922
taxid2205	1.7320508075688772	0.7	0.5767740763409667	3.808978664891857	rod	Methanomicrobium mobile	Methanomicrobium	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	species	G000711215	1711791.0	49.46	1630.0	86.43561042206673	1.0	-0.317073820016645	0.125124472263348
taxid2208	1.7320508075688772	1.7320508075688772	2.7206990463513265	9.424777960769378	spherical	Methanosarcina barkeri	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	N2546	4501171.0	39.22	3834.0	71.88816615323755	3.0	-0.193227390686566	0.0789631959343996
taxid2210	1.7320508075688772	1.7320508075688772	2.7206990463513265	9.424777960769378	spherical	Methanosarcina thermophila	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	N2237	3124896.5	41.275000000000006	2689.0	75.64915164386468	2.5	-0.1616423628732245	0.0729413357000048
taxid2214	1.831420750742353	1.831420750742353	3.216347867137137	10.537222096561086	spherical	Methanosarcina acetivorans	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	G000007345	5751492.0	42.68	4884.0	75.34008566820575	3.0	-0.24771193454152	0.10648986860552698
taxid2215	1.4142135623730951	1.4142135623730951	1.4809609793861225	6.283185307179588	spherical	Methanosarcina vacuolata	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	G000969905	4563885.0	39.71	3737.0	72.9563299688752	3.0	-0.195060778016929	0.08357422364892099
taxid2221	1.0	1.0	0.5235987755982988	3.1415926535897927	spherical	Methanolobus tindarius	Methanolobus	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	G000504205	3151883.0	39.79	2955.0	87.66502436797306	3.0	-0.33479668379548805	0.140359021408669
taxid2223	3.464101615137755	0.8	1.6072061031116849	8.706236948324246	rod	Methanothrix soehngenii	Methanothrix	Methanotrichaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	G000204415	3026645.0	50.99	3049.0	86.43382359014684	2.0	-0.0899247590958059	0.040762064239554
taxid2224	3.464101615137755	1.019803902718557	2.5518636093022016	11.09831802236696	rod	Methanothrix thermoacetophila	Methanothrix	Methanotrichaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	G000014945	1879471.0	53.55	1810.0	84.95470267963698	2.0	-0.0376307337853681	0.0124930557021886
taxid2226	1.2000000000000002	1.2000000000000002	0.9047786842338608	4.523893421169302	spherical	Methanococcoides methylutens	Methanococcoides	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	species	N1940	2394636.0	43.44	2328.0	86.4205221427257	1.0	-0.227105127378535	0.098593041533399
taxid2242	1.8612097182041991	0.7071067811865476	0.6343000203317127	4.134568450671988	rod	Halobacterium salinarum	Halobacterium	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	species	G000069025	2668776.0	65.71	2771.0	88.05317493862354	1.0	-0.10926044690039	0.0490547992664487
