taxid	length	width	volume	surface	genus	family	order	class	phylum	superkingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
txid1154	2.0	2.0	4.188790204786391	12.56637061435917	Spirulina	Spirulinaceae	Spirulinales		Cyanobacteria	Bacteria	genus	N3616	5186876.5	50.435	4509.5	85.29722188408445	1.5	-0.09145700451269445	0.0393961095540807
txid1158	11.36636735234103	11.36636735234103	768.8890682352767	405.8758850919503	Oscillatoria	Oscillatoriaceae	Oscillatoriales		Cyanobacteria	Bacteria	genus	N3619	7804270.0	47.61	6006.0	77.91830846200598	3.0	-0.116816404991392	0.0577268165506727
txid1177	3.5990497094963234	3.5990497094963234	24.40968402219386	40.69354856275646	Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Bacteria	genus	N5459	6987571.0	41.27	5927.0	82.67266410462831	4.0	-0.157161473962898	0.0847713846023821
txid1190	6.324555320336758	6.324555320336758	132.4611768772814	125.66370614359177	Fischerella	Hapalosiphonaceae	Nostocales		Cyanobacteria	Bacteria	genus	N6332	7263841.0	41.0	6214.5	80.34812432576194	1.0	-0.1209749001954005	0.06351165132111465
txid1218	0.5916079783099616	0.5916079783099616	0.1084178245770483	1.0995574287564276	Prochlorococcus	Prochlorococcaceae	Synechococcales		Cyanobacteria	Bacteria	genus	N1092	1751781.0	35.735	1946.5	89.6747421826908	1.0	-0.08108537552077555	0.040807974919948795
txid1243	1.3915788418568704	0.8349473051141222	0.5835949692197097	3.6502008083762516	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N6522	1886843.0	37.71	1860.0	88.49706163643864	4.0	-0.7211030897901536	0.23970702560748652
txid1253	0.8181246978470095	0.8181246978470095	0.28671943541778183	2.1027559943293546	Pediococcus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N5666	2038400.0	38.11	1960.0	87.28078176949282	1.0	-0.48356479241002703	0.199204481632968
txid1257	0.8485281374238571	0.8	0.2924754755100386	2.132583810316016	Peptostreptococcus	Peptostreptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N4396	1988044.0	36.01	1830.0	87.97394608362734	0.0	-0.638278059986079	0.20462493977920604
txid1269	0.7639635891606853	0.7639635891606853	0.2334622160187038	1.8335602847920505	Micrococcus	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000023205	2501097.0	73.0	2288.0	90.68236857666857	2.0	-0.27547178409162604	0.0957653898336993
txid1279	1.1101157308184892	1.1101157308184892	0.7163139233218702	3.8715634961432235	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N4112	2551280.5	32.91	2412.0	84.16485498390739	1.5	-0.5612648834926885	0.2236998478961905
txid1298	1.8865287520732843	1.3026777773094087	1.8742611907346152	7.720586724605045	Deinococcus	Deinococcaceae	Deinococcales	Deinococci	Deinococcus-Thermus	Bacteria	genus	N739	3807137.0	67.41	3631.0	88.27401348743051	3.0	-0.445518060202921	0.148520789340029
txid1301	0.7260553368566665	0.7260553368566665	0.2004046473105607	1.6561105232957476	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N4854	2073661.0	39.25	1992.0	87.23205281012194	1.0	-0.861382281831567	0.299878979533519
txid1357	1.182974410020298	0.6274959684925401	0.30026184848362497	2.332040898940132	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N5227	2365589.0	38.58	2383.0	87.31993050789117	5.0	-0.9667900596626641	0.328060167897588
txid1370	0.6577802604914672	0.6577802604914672	0.14901882398694152	1.359288196416237	Marinococcus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N5190	3024127.0	48.099999999999994	3077.0	87.58644352125489	0.5	-0.48895482080017394	0.202599117806973
txid1372	1.4163737571676098	0.7113786608980125	0.4450164164368481	3.165399852278575	Planococcus	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N5622	3645102.0	44.730000000000004	3581.5	85.95198524972889	5.0	-0.722870463814816	0.2681903476898275
txid1380	1.0194265469082735	0.4820570513667911	0.15667463401835235	1.5438469762258258	Atopobium	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	genus	N2073	1712296.5	48.709999999999994	1562.5	90.21522412781674	1.5	-0.5766874880070499	0.19738813200368002
txid1485	4.016074182847514	0.7130608991915536	1.503653409832404	8.996596060443256	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N2680	3976824.5	29.895	3765.0	84.70648296903809	3.0	-0.338354309038721	0.16526747666629
txid1562	3.991785593699745	0.7067767143042119	1.4659845811950487	8.863378828557607	Desulfotomaculum	Peptococcaceae	Eubacteriales	Clostridia	Firmicutes	Bacteria	genus	N3319	3250179.5	46.935	3170.5	85.43869814363487	6.5	-0.235375860515555	0.1095352191672575
txid1569	2.361944686067397	0.7455403913869039	0.9199336571842484	5.532109564037087	Sporosarcina	Planococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N5621	3476261.0	41.875	3432.5	86.17666174306362	1.0	-0.6076014194361605	0.23376857717417449
txid1578	5.099254545928893	0.6162719470668409	1.4445979676670102	9.872541394440251	Lactobacillus	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N6932	1753049.5	35.44	1813.5	89.2320916731542	1.0	-0.6999767182387384	0.23788106767123252
txid1637	1.8662555784086243	0.5860155908898665	0.4365169488160209	3.435818091120074	Listeria	Listeriaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N3400	2930706.0	37.87	2929.0	89.6093669719792	1.0	-0.5467070847829351	0.223539445602093
txid1645	1.224744871391589	0.5477225575051661	0.24555568271482825	2.107444419312217	Renibacterium	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000018885	3155250.0	56.27	3528.0	90.62429284525791	2.0	-0.6169629339371651	0.221865560239714
txid1647	2.1213203435596424	0.5	0.38379535197745307	3.3321622036187737	Erysipelothrix	Erysipelotrichaceae	Erysipelotrichales	Erysipelotrichia	Firmicutes	Bacteria	genus	N3744	1931022.0	36.83	1792.0	89.85313273760151	4.0	-0.56247614346099	0.21641400677251899
txid1663	1.114552093479259	0.8385225545242212	0.4478031492598748	2.93606045284728	Arthrobacter	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N6387	3639179.0	63.62	3480.0	89.6440170380998	1.0	-0.328627403807091	0.117620646354688
txid1678	2.4391331143809034	0.7978175037908322	1.054149159849804	6.1134861881271565	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5964	2214656.0	60.48	1830.0	86.67043648395969	2.0	-0.47432799263769204	0.17239200166031302
txid1696	1.4002065270278834	0.6538898531801502	0.3891678101114797	2.8763820419058512	Brevibacterium	Brevibacteriaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N4011	3664641.0	64.16	3231.0	90.57868555813594	1.0	-0.307971288820341	0.11164976191706501
txid1707	2.265410656758048	0.6410518351380486	0.6562797845566105	4.562364293069799	Cellulomonas	Cellulomonadaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N5109	3971656.5	73.495	3694.5	90.76200064216422	1.0	-0.25410848184476	0.0965344338295788
txid1716	1.5549453302492533	0.6325920013967795	0.4152673638932217	3.09021497986713	Corynebacterium	Corynebacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N4707	2374587.0	55.269999999999996	2218.5	89.0181343808822	4.0	-0.8095607536521319	0.2525844143235105
txid1743	2.6	0.75	1.038198197241002	6.126105674500098	Propionibacterium	Propionibacteriaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N6366	2711056.0	61.37	2528.0	89.91990574890373	2.0	-0.34108864444816805	0.11792341126147197
txid1754	2.6110468400384	0.545696441530553	0.5597848831239667	4.476263638433943	Thermoanaerobacter	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Firmicutes	Bacteria	genus	N2395	2424442.5	34.129999999999995	2418.5	88.72206366320708	4.0	-0.0311590135816473	0.02079407589184425
txid1763	1.8071592674409085	0.5681996830274417	0.3985533667100283	3.225873174253667	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5918	5402402.0	66.31	5375.0	91.22640494362749	1.0	-0.158518930170475	0.0597782309414556
txid1813	1.4200865988263356	0.4663175051139942	0.21478389809738374	2.080397966113301	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria	genus	N6347	9053857.0	69.95	8529.0	90.10632245681838	3.0	-0.291836498866945	0.114213885859039
txid1817	1.17848106610377	0.5734391904983066	0.2498558448532793	2.1230481926468694	Nocardia	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N7606	7487747.5	68.305	6814.0	88.74188675773385	1.0	-0.3634524942891725	0.1241135092704295
txid1827	1.6295656030302934	0.6229531429289369	0.4205371771610627	3.1891658351775813	Rhodococcus	Nocardiaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N6794	5673710.0	67.79	5195.0	91.33780189681885	2.0	-0.348443956230791	0.12153058771391499
txid1835	1.25	0.65	0.342891748169936	2.552544031041707	Saccharopolyspora	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria	genus	N5068	8212805.0	68.92	7279.0	86.52285059732941	1.0	-0.274874380161256	0.101800778282007
txid1839	1.5789064848070464	0.5516164572838029	0.326168520796413	2.736172639730085	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5082	4754646.0	71.48	4519.0	92.2719902213061	1.0	-0.268750810956563	0.10400715993167199
txid1847	1.3902392094755105	0.4433459197575492	0.1903303935097547	1.9363422493640257	Pseudonocardia	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria	genus	N4347	7303989.0	73.22	6865.0	89.99365246190952	1.0	-0.18559980676039003	0.0665424107337431
txid1849	1.45	0.55	0.3009383962751223	2.5054201412378596	Actinopolyspora	Actinopolysporaceae	Actinopolysporales	Actinomycetia	Actinobacteria	Bacteria	genus	N5069	5353291.0	68.76	4831.0	84.63076264675318	5.0	-0.233359679083445	0.0777466729890131
txid1873	0.69	0.6	0.13854423602330987	1.3006193585861745	Micromonospora	Micromonosporaceae	Micromonosporales	Actinomycetia	Actinobacteria	Bacteria	genus	N6340	7325824.0	72.82	6370.0	89.65215315126439	3.0	-0.240358808933905	0.0908700602012595
txid1883	0.8481985537010424	0.6175219234987119	0.19092346099880309	1.6455071775177736	Streptomyces	Streptomycetaceae	Streptomycetales	Actinomycetia	Actinobacteria	Bacteria	genus	N5091	8318010.0	71.99	7310.0	87.56259485470595	1.0	-0.467889854870651	0.17347505753984802
txid1988	4.999999999999999	0.6	1.3571680263507908	9.424777960769381	Actinomadura	Thermomonosporaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Bacteria	genus	N4717	7548005.5	72.975	6941.5	89.99586022614093	0.0	-0.23160126575775253	0.08825290567156516
txid2005	1.2542726976220122	1.1171392035015153	0.864411117708859	4.40199083727518	Microbispora	Streptosporangiaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Bacteria	genus	N5936	8599850.0	71.795	7990.0	89.07434473332619	0.5	-0.292686978561703	0.11197668119809501
txid2013	1.2714807235018932	0.5421612021659068	0.25119323495374585	2.165649097014025	Nocardiopsis	Nocardiopsaceae	Streptosporangiales	Actinomycetia	Actinobacteria	Bacteria	genus	N4358	6041741.0	71.07	5635.0	85.77086898457122	1.0	-0.30741148641993704	0.108109755789063
txid2016	1.25	0.75	0.4417864669110647	2.9452431127404317	Streptoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria	genus	G900129375	7279383.0	72.62	6542.0	85.88050663085043	1.0	-0.30760693396211697	0.10228121507211901
txid2038	1.5811388300841898	0.22360679774997896	0.05916417052329199	1.1107207345395915	Tropheryma	Tropherymataceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	G000007485	927303.0	46.33	934.0	88.37435013151041	1.0	-0.096841429923672	0.04053601953286
txid2040	1.3874074730292512	0.5169350259387473	0.2447643414577621	2.2531487370891146	Aeromicrobium	Nocardioidaceae	Propionibacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N4713	3571516.0	71.11	3521.0	92.9561275910437	1.0	-0.21437689698615198	0.0843630493701124
txid2050	2.0312588954245547	0.5	0.3650495414396836	3.1906940117023503	Mobiluncus	Actinomycetaceae	Actinomycetales	Actinomycetia	Actinobacteria	Bacteria	genus	N5530	2268925.0	55.275	1975.0	89.68275318974653	1.0	-0.278881661495819	0.113613073240677
txid2053	1.1414719010058842	0.5070456378343473	0.1915611497663276	1.8182858064965333	Gordonia	Gordoniaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5922	4934225.0	67.555	4559.0	91.18100847437053	1.0	-0.3082819205124045	0.1109413336642825
txid2056	2.1213203435596424	1.224744871391589	2.018165466403381	8.162097139053978	Sphaerobacter	Sphaerobacteraceae	Sphaerobacterales	Thermomicrobia	Chloroflexi	Bacteria	genus	G000024985	3993764.0	68.11	3523.0	86.20281518887947	2.0	-0.0648274256360233	0.0243499069082574
txid2060	2.9072085728648633	0.8434326653017492	1.4650404990087504	7.703294121954203	Tsukamurella	Tsukamurellaceae	Corynebacteriales	Actinomycetia	Actinobacteria	Bacteria	genus	N5482	4491563.0	69.76	4351.5	92.8202790428659	1.5	-0.370638128512972	0.12937542208860953
txid2071	1.25	0.9	0.6043638867343365	3.5342917352885173	Saccharothrix	Pseudonocardiaceae	Pseudonocardiales	Actinomycetia	Actinobacteria	Bacteria	genus	N7188	9360653.0	72.19	8444.0	89.05291676173283	1.0	-0.28058592825634804	0.098559133530006
txid2077	2.394376514279096	0.6004624280888846	0.6072393758861812	4.516771856381756	Sporolactobacillus	Sporolactobacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N3042	3204201.0	45.28	3156.0	84.77155459348525	1.0	-0.255021107860108	0.103570603232926
txid2093	0.4861927464322106	0.16438285319004753	0.009098590347020258	0.2510815853601407	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Tenericutes	Bacteria	genus	N3035	1260528.5	28.13	2157.0	69.3182582758846	1.0	-0.1282521456372355	0.0575193925043883
txid2132	3.4331180826118346	0.14499813255852173	0.05517313920575116	1.5638713481370905	Spiroplasma	Spiroplasmataceae	Entomoplasmatales	Mollicutes	Tenericutes	Bacteria	genus	N3740	1175131.0	25.01	2111.0	69.44053906956971	1.0	-0.131422572240413	0.0718506860963892
txid2147	3.1622776601683795	0.3	0.2164596525098353	2.9803764797388297	Acholeplasma	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Tenericutes	Bacteria	genus	N4804	1453539.0	30.86	1365.0	91.8361323638375	1.0	-0.23991483605461103	0.139439516177835
txid2160	4.031608905360614	0.43240362446620295	0.5698719606449132	5.476682876577662	Methanobacterium	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	genus	N631	2490725.0	38.59	2451.0	82.82869602512899	1.0	-0.22811632487660896	0.102580308074475
txid2172	1.2412557618759985	0.5239698637280535	0.22714681053756225	2.043230953958814	Methanobrevibacter	Methanobacteriaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	genus	N478	1998189.0	30.28	1859.0	90.12697862486893	1.0	-0.331580598293175	0.134106562719946
txid2175	1.0466351393921054	1.0466351393921054	0.6003224113829115	3.441442325727285	Methanohalophilus	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	genus	N1669	1990446.0	42.39	2038.0	89.3049874181584	1.0	-0.12026008067953	0.0586074496286018
txid2179	1.7320508075688772	0.34641016151377546	0.15235914659567426	1.884955592153876	Methanothermus	Methanothermaceae	Methanobacteriales	Methanobacteria	Euryarchaeota	Archaea	genus	G000166095	1243342.0	31.64	1318.0	94.48293389912027	2.0	-0.0302509380224745	0.0143804581235767
txid2184	1.4142135623730951	1.4142135623730951	1.4809609793861225	6.283185307179588	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Euryarchaeota	Archaea	genus	N627	1746697.0	32.94	1833.0	88.09168418238005	3.0	-0.547152247606317	0.222976243734525
txid2192	0.4349118552081964	0.4349118552081964	0.043072726251179534	0.5942269782077136	Methanocorpusculum	Methanocorpusculaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	genus	N500	1804962.0	51.43	1816.0	88.60142207980002	1.0	-0.41005741201675805	0.16108151871260998
txid2195	1.5740609166314434	1.5740609166314434	2.042035224833365	7.7838228619642225	Methanogenium	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	genus	G001315945	2686643.0	52.06	4256.0	83.93098748140338	1.0	-0.299268600586502	0.126443250754917
txid2202	12.357588907590133	0.4784797263319172	2.192687993258992	18.575784213035746	Methanospirillum	Methanospirillaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	genus	G000013445	3544738.0	45.15	3415.0	88.69400220834375	4.0	-0.332514958140933	0.138544643525922
txid2204	1.8612097182041991	0.7483314773547882	0.7088899809428583	4.375615959620681	Methanomicrobium	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Euryarchaeota	Archaea	genus	G000711215	1711791.0	49.46	1630.0	86.43561042206673	1.0	-0.317073820016645	0.125124472263348
txid2207	1.6150570809283895	1.6150570809283895	2.205780285895812	8.194559728976959	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	genus	N1016	4078931.0	41.54	3520.0	75.69521234003737	1.0	-0.24771193454152	0.10648986860552698
txid2220	1.0064340301100034	1.0064340301100034	0.5337704917735737	3.1821489087480432	Methanolobus	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	genus	N1667	3072769.0	42.58	2921.0	87.66502436797306	1.0	-0.332826365325133	0.13931977579140697
txid2222	3.595359250504921	0.9002930206639068	2.0963085614240033	10.168948501147199	Methanothrix	Methanotrichaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	genus	N659	2321025.0	56.055	2417.5	86.73986106643704	1.0	-0.0548187333969784	0.02174944663515015
txid2225	1.2000000000000002	1.2000000000000002	0.9047786842338608	4.523893421169302	Methanococcoides	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Euryarchaeota	Archaea	genus	N1668	2451573.5	42.97	2396.0	86.32665561776906	2.0	-0.2616600550803765	0.11200538310111852
txid2237	1.7757866836081175	0.5790345168047198	0.4079882074799053	3.230316835643553	Haloarcula	Haloarculaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	genus	N1663	4164068.5	61.31	4301.5	87.09623306986693	1.5	-0.21812464037699847	0.0982151669881246
txid2239	1.5343613541490706	0.5623413251903491	0.3334327373807413	2.710675460186147	Halobacterium	Halobacteriaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	genus	N365	3130345.0	66.43	3301.0	88.05317493862354	1.0	-0.13675644281169902	0.0566709745392722
txid2249	1.1313708498984762	1.1313708498984762	0.7582520214456948	4.021238596594936	Halococcus	Halococcaceae	Halobacteriales	Halobacteria	Euryarchaeota	Archaea	genus	N492	3476728.0	63.84	3582.0	86.22684892232006	1.0	-0.130603996674655	0.0487152658871256
txid2256	8.5	0.9	5.216614601285851	24.03318379996192	Natronobacterium	Natrialbaceae	Natrialbales	Halobacteria	Euryarchaeota	Archaea	genus	G000230715	3788356.0	62.24	3762.0	83.66156718112026	3.0	-0.128998135658404	0.066372364952387
txid2268	10.000000000000002	0.229128784747792	0.4091847825660182	7.198293068896202	Thermofilum	Thermofilaceae	Thermofilales	Thermoprotei	Crenarchaeota	Archaea	genus	N470	1754190.0	46.51	1905.0	90.36736848660685	1.0	-0.13918278704151402	0.0584814321766725
txid2270	6.687403049764223	0.3722419436408399	0.7135145803652669	7.820466838144588	Thermoproteus	Thermoproteaceae	Thermoproteales	Thermoprotei	Crenarchaeota	Archaea	genus	N793	1760081.0	59.66	2090.0	90.8590735372856	1.0	-0.0260705451056704	0.00645362412140149
