taxid	length_gmean	width_gmean	volume_gmean	surface_gmean	length_amean	width_amean	volume_amean	surface_amean	shape	length_ranges	width_ranges	sources	species	genus	family	order	class	phylum	kingdom	rank	node	genome	gc	proteins	coding	rrnas	MILC	ENCprime
taxid813	0.5477225575051662	0.5477225575051662	0.0860360581431821	0.9424777960769384	0.85	0.85	0.3215550980643052	2.2698006922186256	spherical	0.2,  1.5	0.2,  1.5	bm4	Chlamydia trachomatis	Chlamydia	Chlamydiaceae	Chlamydiales	Chlamydiia	Chlamydiae	Bacteria	species	N2451	1040680.5	41.32	896.5	90.06538704629563	2.0	-0.0916798494236173	0.04454056930288105
taxid826	4.898979485566357	0.3872983346207417	0.5619382535379379	5.960752959477659	7.0	0.4	0.8628907821859966	8.79645943005142	rod	2.0,  12.0	0.3,  0.5	bm4	Sebaldella termitidis	Sebaldella	Leptotrichiaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	species	G000024405	4486650.0	33.38	4202.0	86.5087760355722	4.0	-0.293842382832431	0.139648206446899
taxid849	1.449137674618944	0.529150262212918	0.2798932789673064	2.4090096280091	1.85	0.55	0.3959715740462136	3.196570525027615	spheroid	0.7,  3.0	0.4,  0.7	bm4	Fusobacterium gonidiaformans	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	genus	N151	2459939.0	33.84	2386.0	90.94059556597028	1.0	-0.391031566500885	0.169722945176916
taxid851	3.0000000000000004	0.529150262212918	0.620945717137548	4.9871237292396495	3.0	0.55	0.669191960138101	5.18362787842316	rod	3.0,  3.0	0.4,  0.7	bm4	Fusobacterium nucleatum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	species	N755	2174500.0	26.99	2022.0	90.88916992412048	5.0	-0.199716917860841	0.0967617621820106
taxid852	0.8944271909999159	0.6928203230275509	0.2501287376067124	1.9467737644673333	0.9	0.7	0.2565634000431664	1.9792033717615696	oval	0.8,  1.0	0.6,  0.8	bm4	Fusobacterium perfoetens	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	species	G000622245	2103008.0	25.97	1949.0	90.94059556597028	1.0	-0.345985275056437	0.185457875302066
taxid855	6.32455532033676	0.529150262212918	1.3520536170951456	10.513779971646771	7.0	0.55	1.6195237378490135	12.095131716320704	spindle	4.0,  10.0	0.4,  0.7	bm4	Fusobacterium simiae	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	genus	N151	2459939.0	33.84	2386.0	90.94059556597028	1.0	-0.391031566500885	0.169722945176916
taxid856	1.1832159566199232	0.4582575694955839	0.1699580584975501	1.7034270439089167	1.35	0.5	0.2323469566717451	2.1205750411731104	rod	0.7,  2.0	0.3,  0.7	bm4	Fusobacterium varium	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	genus	N151	2459939.0	33.84	2386.0	90.94059556597028	1.0	-0.391031566500885	0.169722945176916
taxid858	2.449489742783178	0.7483314773547882	0.9676307326562682	5.758634455116962	2.75	0.75	1.1044661672776617	6.4795348480289485	rod	1.5,  4.0	0.7,  0.8	bm4	Fusobacterium necrogenes	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	genus	N151	2459939.0	33.84	2386.0	90.94059556597028	1.0	-0.391031566500885	0.169722945176916
taxid859	1.8	0.5916079783099616	0.4405919306518683	3.345464301234634	1.8	0.6	0.4523893421169302	3.392920065876977	rod	1.8,  1.8	0.5,  0.7	bm4	Fusobacterium necrophorum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	species	N443	2459180.5	34.06	2362.0	91.1689851325242	1.0	-0.3927965021936175	0.1700157740131665
taxid860	5.2915026221291805	0.7071067811865476	1.985408159304888	11.754763358538996	5.5	0.75	2.3193789512830896	12.959069696057895	rod	4.0,  7.0	0.5,  1.0	bm4	Fusobacterium periodonticum	Fusobacterium	Fusobacteriaceae	Fusobacteriales	Fusobacteriia	Fusobacteria	Bacteria	species	G000158215	2546312.0	28.05	2386.0	90.31026048653897	3.0	-0.258875956055556	0.122192760310191
taxid873	3.5	0.5	0.6544984694978736	5.497787143782138	3.5	0.5	0.6544984694978736	5.497787143782138	vibrio-shaped	3.5,  3.5	0.5,  0.5	bacdive	Desulfocurvibacter africanus	Desulfocurvibacter	Desulfovibrionaceae	Desulfovibrionales	Deltaproteobacteria	Proteobacteria	Bacteria	species	G000212675	4200534.0	61.42	3785.0	85.19873901746779	3.0	-0.149536898082702	0.0711987511484967
taxid927	1.224744871391589	0.3872983346207417	0.1290776858583086	1.490188239869415	1.25	0.4	0.1403244718603441	1.5707963267948966	rod-shaped	1.0,  1.5	0.3,  0.5	bacdive	Halothiobacillus neapolitanus	Halothiobacillus	Halothiobacillaceae	Chromatiales	Gammaproteobacteria	Proteobacteria	Bacteria	species	G000024765	2582886.0	54.71	2416.0	89.93997412197055	2.0	-0.309494858524029	0.134931154528443
taxid940	2.449489742783178	0.3872983346207417	0.2733645417515183	2.98037647973883	2.5	0.4	0.2974041045398338	3.141592653589793	rod-shaped	2.0,  3.0	0.3,  0.5	bacdive	Hydrogenobacter thermophilus	Hydrogenobacter	Aquificaceae	Aquificales	Aquificae	Aquificae	Bacteria	species	N2767	1743033.5	44.0	1903.5	96.89960123433052	1.0	-0.02567432129178835	0.0100909571241698
taxid979	2.7386127875258306	0.565685424949238	0.6408977138051013	4.866934411168334	3.25	0.6000000000000001	0.8623671834103983	6.1261056745000975	rod-shaped	1.5,  5.0	0.4,  0.8	bacdive	Cellulophaga lytica	Cellulophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000190595	3765936.0	32.11	3303.0	91.38046955657238	4.0	-0.227453823495087	0.107193902278115
taxid983	3.162277660168379	0.5916079783099616	0.8150675609686345	5.877381679269498	3.5	0.6	0.9330530181161686	6.5973445725385655	rod-shaped	2.0,  5.0	0.5,  0.7	bacdive	Flavobacterium flevense	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	genus	N8152	3800950.0	34.599999999999994	3342.0	89.96040755237209	1.0	-0.493533747393993	0.2033681146209545
taxid986	4.743416490252568	0.3464101615137754	0.4361736757754191	5.162163488590927	8.25	0.35	0.7825183701316575	9.071348787240527	rod-shaped	1.5,  15.0	0.3,  0.4	bacdive	Flavobacterium johnsoniae	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000016645	6096872.0	34.11	5199.0	88.14816843784813	6.0	-0.541145997786981	0.221354907095048
taxid991	4.743416490252568	0.529150262212918	1.0043430277922816	7.885334978735076	8.25	0.55	1.9165024183836736	14.254976665663689	rod-shaped	1.5,  15.0	0.4,  0.7	bacdive	Flavobacterium hydatis	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000737695	5877671.0	32.66	5067.0	87.56167196156437	1.0	-0.396240526967704	0.170406429665787
taxid996	5.477225575051663	0.3872983346207417	0.6300612660389653	6.664324407237551	6.5	0.4	0.8000589291142006	8.168140899333462	rod-shaped	3.0,  10.0	0.3,  0.5	bacdive	Flavobacterium columnare	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	species	G000240075	3162432.0	31.46	2734.0	86.85938543500698	5.0	-0.541246821934498	0.224669096075255
taxid1063	1.7320508075688772	1.3416407864998738	1.8163958159225289	7.300401616752501	1.75	1.35	1.8608045986294044	7.4220126441058865	ovoid-shaped	1.5,  2.0	1.2,  1.5	bacdive	Cereibacter sphaeroides	Cereibacter	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	species	N8868	4580052.0	68.51	4427.5	88.52490448333504	3.5	-0.29552364965929545	0.125062785685283
taxid1126	3.24037034920393	3.24037034920393	17.814866446946212	32.98672286269284	3.25	3.25	17.97416421858535	33.18307240354219	sphere/spheroid	3.0,  3.5, 3.0,  3.5, 3.0,  3.5, 3.0,  3.5	3.0,  3.5, 3.0,  3.5, 3.0,  3.5, 3.0,  3.5	pcc	Microcystis aeruginosa	Microcystis	Microcystaceae	Chroococcales		Cyanobacteria	Bacteria	species	N6752	4983728.0	42.73	4934.0	81.59487789160461	1.0	-0.277741998647922	0.134738977977313
taxid1142	2.9594807281157647	2.9594807281157647	13.57204125170399	27.515721503640265	3.0803030303030305	3.0803030303030305	20.507815060474226	32.51762595964544	sphere/spheroid	2.3,  2.5, 4.0,  4.0, 6.0,  7.0, 2.3,  2.5, 2.3,  7.0, 6.0,  6.0, 2.3,  2.5, 2.3,  2.5, 2.0,  3.0, 3.0,  3.5, 3.0,  3.0, 3.0,  3.0, 3.0,  3.0, 3.0,  3.0, 2.0,  3.0, 3.0,  3.0, 2.0,  3.0, 2.3,  2.6, 2.3,  2.6, 2.3,  2.6, 3.0,  3.0, 2.0,  3.0, 3.3,  3.8, 2.3,  2.6, 2.8,  3.3, 3.0,  3.0, 2.3,  2.6, 3.0,  3.0, 3.0,  3.0, 3.0,  3.0, 3.0,  3.0, 3.0,  3.0, 3.0,  3.0	2.3,  2.5, 4.0,  4.0, 6.0,  7.0, 2.3,  2.5, 2.3,  7.0, 6.0,  6.0, 2.3,  2.5, 2.3,  2.5, 2.0,  3.0, 3.0,  3.5, 3.0,  3.0, 3.0,  3.0, 3.0,  3.0, 3.0,  3.0, 2.0,  3.0, 3.0,  3.0, 2.0,  3.0, 2.3,  2.6, 2.3,  2.6, 2.3,  2.6, 3.0,  3.0, 2.0,  3.0, 3.3,  3.8, 2.3,  2.6, 2.8,  3.3, 3.0,  3.0, 2.3,  2.6, 3.0,  3.0, 3.0,  3.0, 3.0,  3.0, 3.0,  3.0, 3.0,  3.0, 3.0,  3.0	pcc		Synechocystis	Merismopediaceae	Synechococcales		Cyanobacteria	Bacteria	genus	N5451	3570608.5	47.73	3301.0	87.26639441673552	2.0	-0.14524228057170852	0.06950926002455775
taxid1144	3.7416573867739418	3.7416573867739418	27.427781169924334	43.982297150257104	3.75	3.75	27.61165418194154	44.17864669110647	sphere/spheroid	3.5,  4.0	3.5,  4.0	pcc	Synechocystis sp. PCC 6701	Geminocystis	Chroococcaceae	Chroococcales		Cyanobacteria	Bacteria	genus	N5887	4344738.5	33.82	3989.5	84.23678225582412	2.0	-0.186060894810302	0.09470796629418984
taxid1148	2.39791576165636	2.39791576165636	7.219388101549009	18.064157758141302	2.4	2.4	7.2382294738708834	18.09557368467721	sphere/spheroid	2.3,  2.5	2.3,  2.5	pcc	Synechocystis sp. PCC 6803	Synechocystis	Merismopediaceae	Synechococcales		Cyanobacteria	Bacteria	species	N5888	3570114.0	47.73	3301.0	87.26698725855849	2.0	-0.145256541088218	0.0695168673005124
taxid1152	2.029875044783283	2.029875044783283	4.379318537407468	12.944595428163478	2.06	2.06	4.878448332065689	13.62508733861893	sphere/spheroid	2.0,  2.5, 1.8,  2.3, 2.5,  2.5, 1.5,  1.7, 1.8,  2.0	2.0,  2.5, 1.8,  2.3, 2.5,  2.5, 1.5,  1.7, 1.8,  2.0	pcc		Pseudanabaena	Pseudanabaenaceae	Pseudanabaenales		Cyanobacteria	Bacteria	genus	N911	5181050.5	43.825	4409.0	83.616905315668	1.5	-0.1758635921312815	0.08333606387305945
taxid1158	5.8348787348484565	5.8348787348484565	104.0145575790746	106.9580661114898	6.25	6.25	193.67427835528952	141.2189531019912	sphere/spheroid	4.0,  5.0, 4.0,  5.0, 4.0,  5.0, 4.0,  5.0, 7.0,  8.0, 11.0,  12.0, 8.5,  9.5, 5.5,  6.5, 4.0,  4.5	4.0,  5.0, 4.0,  5.0, 4.0,  5.0, 4.0,  5.0, 7.0,  8.0, 11.0,  12.0, 8.5,  9.5, 5.5,  6.5, 4.0,  4.5	pcc		Oscillatoria	Oscillatoriaceae	Oscillatoriales		Cyanobacteria	Bacteria	genus	N3619	7804270.0	47.61	6006.0	77.91830846200598	3.0	-0.116816404991392	0.0577268165506727
taxid1168	3.24037034920393	3.24037034920393	17.814866446946212	32.98672286269284	3.25	3.25	17.97416421858535	33.18307240354219	sphere/spheroid	3.0,  3.5	3.0,  3.5	pcc	Nostoc sp. PCC 7119	Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Bacteria	genus	N5459	6987571.0	41.27	5927.0	82.67266410462832	4.0	-0.157161473962898	0.0847713846023821
taxid1177	3.24037034920393	3.24037034920393	17.81486644694622	32.98672286269282	3.25	3.25	17.97416421858535	33.18307240354219	sphere/spheroid	3.0,  3.5, 3.0,  3.5, 3.0,  3.5, 3.0,  3.5, 3.0,  3.5, 3.0,  3.5	3.0,  3.5, 3.0,  3.5, 3.0,  3.5, 3.0,  3.5, 3.0,  3.5, 3.0,  3.5	pcc		Nostoc	Nostocaceae	Nostocales		Cyanobacteria	Bacteria	genus	N5459	6987571.0	41.27	5927.0	82.67266410462832	4.0	-0.157161473962898	0.0847713846023821
taxid1184	2.0346989949375804	2.0346989949375804	4.410614836186082	13.006193585861745	2.05	2.05	4.510868901626293	13.202543126711102	sphere/spheroid	1.8,  2.3	1.8,  2.3	pcc	Leptolyngbya boryana	Leptolyngbya	Leptolyngbyaceae	Pseudanabaenales		Cyanobacteria	Bacteria	species	G000353285	7262454.0	47.02	6812.0	87.34518662699963	3.0	-0.252700065420746	0.118225987610685
taxid1190	6.324555320336758	6.324555320336758	132.46117687728128	125.66370614359164	6.5	6.5	143.7933137486828	132.73228961416876	sphere/spheroid	5.0,  8.0, 5.0,  8.0, 5.0,  8.0, 5.0,  8.0, 5.0,  8.0	5.0,  8.0, 5.0,  8.0, 5.0,  8.0, 5.0,  8.0, 5.0,  8.0	pcc		Fischerella	Hapalosiphonaceae	Nostocales		Cyanobacteria	Bacteria	genus	N6332	7263841.0	41.0	6214.5	80.34812432576194	1.0	-0.1209749001954005	0.06351165132111465
taxid1218	0.5916079783099616	0.5916079783099616	0.1084178245770482	1.0995574287564276	0.6	0.6	0.1130973355292325	1.1309733552923256	sphere	0.5,  0.7	0.5,  0.7	pubmed		Prochlorococcus	Prochlorococcaceae	Synechococcales		Cyanobacteria	Bacteria	genus	N1092	1751781.0	35.735	1946.5	89.6747421826908	1.0	-0.08108537552077555	0.040807974919948795
taxid1245	0.7745966692414834	0.7745966692414834	0.2433467205584167	1.884955592153876	0.8	0.8	0.268082573106329	2.010619298297468	coccus-shaped	0.6,  1.0	0.6,  1.0	bacdive	Leuconostoc mesenteroides	Leuconostoc	Lactobacillaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	N7711	1885300.5	37.675	1854.0	88.57458413867911	4.0	-0.72663718617346	0.2401463581699775
taxid1272	1.161895003862225	1.161895003862225	0.8212951818846564	4.241150082346221	1.2	1.2	0.9047786842338604	4.523893421169302	sphere	0.9,  1.5	0.9,  1.5	bm5	Kocuria varians	Kocuria	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N4730	3039614.0	70.83	2850.5	88.51023468544425	2.0	-0.3012001658928965	0.1099991568350015
taxid1274	1.2	1.2	0.9047786842338604	4.523893421169302	1.25	1.25	1.0226538585904277	4.908738521234052	sphere	0.9,  1.6	0.9,  1.6	bm5	Dermacoccus nishinomiyaensis	Dermacoccus	Dermacoccaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000725405	3113642.0	69.04	2809.0	88.25542563981344	3.0	-0.284033605996268	0.100847702491146
taxid1275	1.224744871391589	1.224744871391589	0.9619123726213976	4.712388980384689	1.25	1.25	1.0226538585904277	4.908738521234052	sphere	1.0,  1.5	1.0,  1.5	bm5	Kocuria rosea	Kocuria	Micrococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	genus	N4730	3039614.0	70.83	2850.5	88.51023468544425	2.0	-0.3012001658928965	0.1099991568350015
taxid1276	0.938083151964686	0.938083151964686	0.4322376870047302	2.764601535159018	0.95	0.95	0.4489205002285915	2.8352873698647887	sphere	0.8,  1.1	0.8,  1.1	bm5	Kytococcus sedentarius	Kytococcus	Kytococcaceae	Micrococcales	Actinomycetia	Actinobacteria	Bacteria	species	G000023925	2785024.0	71.63	2624.0	90.7420546465668	2.0	-0.338422667840265	0.123614667958805
taxid1280	1.0	1.0	0.5235987755982988	3.141592653589793	1.0	1.0	0.5235987755982988	3.141592653589793	sphere	1.0,  1.0	1.0,  1.0	pubmed	Staphylococcus aureus	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001456215	2709797.0	32.89	2512.0	83.78742023849018	5.0	-0.667860242279865	0.260861896238755
taxid1282	0.8660254037844387	0.8660254037844387	0.3400873807939158	2.3561944901923453	1.0	1.0	0.5235987755982988	3.141592653589793	sphere	0.5,  1.5	0.5,  1.5	pubmed	Staphylococcus epidermidis	Staphylococcus	Staphylococcaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	N6905	2408837.0	31.94	2284.0	83.45154872551758	0.0	-0.532295093073397	0.209035710410087
taxid1309	0.6708203932499369	0.6708203932499369	0.1580583314484162	1.413716694115407	0.675	0.675	0.161031167189083	1.4313881527918495	sphere	0.6,  0.75	0.6,  0.75	pubmed	Streptococcus mutans	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	N7689	1811946.5	36.985	1761.0	86.9265490600882	0.0	-0.490318409440888	0.213355190793219
taxid1311	0.447213595499958	0.447213595499958	0.046832098206938	0.6283185307179587	0.6	0.6	0.1130973355292325	1.1309733552923256	sphere	0.2,  1.0	0.2,  1.0	pubmed	Streptococcus agalactiae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G000007265	2160267.0	35.65	2106.0	87.7915091051245	7.0	-0.770767409635859	0.293955076481158
taxid1313	0.7905694150420949	0.7905694150420949	0.2587132360884402	1.963495408493621	0.875	0.875	0.3507702734965165	2.405281875404685	sphere	0.5,  1.25	0.5,  1.25	pubmed	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	genus	N4854	2073661.0	39.25	1992.0	87.23205281012194	1.0	-0.861382281831567	0.299878979533519
taxid1314	0.7745966692414834	0.7745966692414834	0.2433467205584167	1.884955592153876	0.8	0.8	0.268082573106329	2.010619298297468	sphere	0.6,  1.0	0.6,  1.0	pubmed	Streptococcus pyogenes	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	N9653	1648050.0	38.105000000000004	1754.5	86.74351234399172	3.0	-0.8849285766936921	0.3223112005050275
taxid1328	0.75	0.75	0.2208932334555323	1.7671458676442586	0.75	0.75	0.2208932334555323	1.7671458676442586	coccus-shaped	0.75,  0.75	0.75,  0.75	bacdive	Streptococcus anginosus	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria	species	G000463505	2233640.0	38.23	2190.0	88.24040579502515	4.0	-0.861382281831567	0.319625198108878
taxid1381	1.5491933384829668	0.7745966692414834	0.6083668013960418	3.769911184307752	1.9	0.8	0.8210028801381326	4.775220833456485	rods	0.8,  3.0	0.6,  1.0	bm5	Atopobium minutum	Atopobium	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	species	N2655	1718724.0	48.709999999999994	1590.5	90.21522412781674	2.0	-0.57668748800705	0.19738813200368
taxid1382	0.4242640687119284	0.4242640687119284	0.0399859464434252	0.5654866776461627	0.4499999999999999	0.4499999999999999	0.0477129384263949	0.636172512351933	coccus	0.3,  0.6	0.3,  0.6	bm5	Lancefieldella parvula	Lancefieldella	Atopobiaceae	Coriobacteriales	Coriobacteriia	Actinobacteria	Bacteria	species	N2961	1550444.0	48.36	1348.5	88.58489744684664	1.0	-0.613744206927512	0.2106573205496155
taxid1390	2.32379000772445	0.7937253933193772	1.018901256745978	5.794514144646295	2.4	0.8	1.0723302924253162	6.031857894892402	rod-shaped	1.8,  3.0	0.7,  0.9	bacdive	Bacillus amyloliquefaciens	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	N9016	3906472.5	46.415	3794.0	89.47278674593969	0.5	-1.1777709955242401	0.39682468041311647
taxid1392	5.477225575051663	1.224744871391589	5.971748174427964	21.074444193122183	6.5	1.25	7.46537316771012	25.525440310417068	rod	3.0,  10.0	1.0,  1.5	pubmed	Bacillus anthracis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	N8055	5227978.0	35.38	5472.5	84.2481926088287	11.0	-0.918992122630215	0.34318951951485255
taxid1411	3.5	0.7	1.2571606602115153	7.696902001294991	3.5	0.7	1.2571606602115153	7.696902001294993	rod-shaped	3.5,  3.5	0.7,  0.7	bacdive	Alkalihalobacillus akibai	Alkalihalobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000513135	4740369.0	37.02	4916.0	84.34742105519634	1.0	-0.647586197761316	0.244689781955886
taxid1418	4.5	0.7	1.642005760276265	9.896016858807847	4.5	0.7	1.642005760276265	9.896016858807847	rod-shaped	4.5,  4.5	0.7,  0.7	bacdive	Caldalkalibacillus mannanilyticus	Caldalkalibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000615945	4534596.0	39.61	4866.0	89.0301363120331	1.0	-0.606645800169571	0.233131302235238
taxid1422	2.6457513110645907	0.7745966692414834	1.125107572030704	6.438349049606996	2.75	0.8	1.2482594810263443	6.911503837897545	rod-shaped	2.0,  3.5	0.6,  1.0	bacdive	Geobacillus stearothermophilus	Geobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	genus	N6892	3608012.0	51.58	3564.0	84.37289011233887	9.0	-0.304939267472903	0.118883069454669
taxid1423	3.464101615137755	1.0	2.4588996585521774	10.882796185405308	4.0	1.0	2.8797932657906435	12.566370614359172	rod	2.0,  6.0	1.0,  1.0	pubmed	Bacillus subtilis	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	N8423	4168037.0	43.4	4235.0	88.87254241630956	1.0	-1.0343046997263	0.362634297727748
taxid1426	4.58257569495584	0.7745966692414834	2.037814560389653	11.151547670782112	5.0	0.85	2.676473316241129	13.351768777756622	rod-shaped	3.0,  7.0	0.5,  1.2	bacdive	Parageobacillus thermoglucosidasius	Parageobacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G001295365	3873116.0	43.89	3773.0	83.78602654813334	10.0	-0.444405255753903	0.177197124987143
taxid1449	1.307669683062202	0.3872983346207417	0.1388470350762353	1.5910856447342554	1.4	0.4	0.1591740277818828	1.759291886010284	rod-shaped	0.9,  1.9	0.3,  0.5	bacdive	Amphibacillus xylanus	Amphibacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000307165	2569486.0	35.72	2403.0	84.88312448481913	6.0	-0.387981519401814	0.161428675971387
taxid1454	5.477225575051663	0.9486832980505138	3.648094380462785	16.324194278107964	6.5	0.95	4.382881725915985	19.39933463591697	rod-shaped	3.0,  10.0	0.9,  1.0	bacdive	Schinkia azotoformans	Schinkia	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	species	G000307855	4223247.0	37.24	4329.0	86.54646531448434	1.0	-0.663218398683971	0.236356435269013
